super_opeid_x,college_name,total_students,lower_class,lower_middle_class,middle_class,upper-middle_class,upper_class,inventor,lower_class_inventor,lower-middle_class_inventor,middle_class_inventor,upper_middle_class_inventor,upper_class_inventor,top5citedinventors,total_patents,total_cites,type_x,tier_x,iclevel_x,region_x,multi_x,count,female,k_married,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,k_rank,k_mean,k_median,k_median_nozero,k_0inc,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5,k_married_cond_parq1,k_married_cond_parq2,k_married_cond_parq3,k_married_cond_parq4,k_married_cond_parq5,shareimputed,imputed,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,hbcu,flagship,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
2923,East Carolina University,14080,964,1688,2440,3565,5423,0.0011364,0.0,0.0,0.0,0.0019635,0.0016596,7.58e-05,16,117,1.0,5,1.0,3.0,False,2794.666666666667,0.58909827,0.60079682,0.011932503,0.00045956534,120568.6081747972,96000,0.6686440380432337,0.061542444,0.11048505,0.17343634,0.2607621,0.39377409,0.20989044,0.094760984,0.012488611,0.00070617441,0.62338138,46837.7266677973,41200,43700,0.084374078,0.092714295,0.1104706,0.18298873,0.31938988,0.29443657,0.14216605,0.066512793,0.010989664,0.54696745,0.60561746,0.60347617,0.63254225,0.64300889,0.13238798,0.14495173,0.25763887,0.2711308,0.19389063,0.076421037,0.13986032,0.20531514,0.34305426,0.23534925,0.099791735,0.1147348,0.20837867,0.33306676,0.24402794,0.077755153,0.10276512,0.19682941,0.33213755,0.29051283,0.097874187,0.10005993,0.14470905,0.30582684,0.35153005,0.0074674534,0.0043201176,0.0096618459,0.01196,0.01335375,0.44325349,0.51137722,0.583076,0.64172584,0.63120973,0.0,False,True,4,7402.5415,10032.889,False,False,21508,18750.0,6143.0,2257.0,0.5630512514898689,0.5445544554455446,7975.0,54287.8821192053,1040.0,1030.0,8583.0,0.37830001,39200.0,2781.9199,261397464.0,151966464.0,0.01851112,0.13557065,0.01564789,0.0065255025,7.4344025,20.772594,14.504374,7.0699706,4.2274055,14.139941,31.851313,0.0
2972,North Carolina State University,18534,860,1604,2594,4503,8973,0.0166181,0.0081395,0.0130923,0.0173477,0.0144348,0.0189457,0.0011839,622,1233,1.0,5,1.0,3.0,False,3984.0,0.41859102,0.64276087,0.013513586,0.00060019048,154271.3437330049,111400,0.7221029273457477,0.042567462,0.082309589,0.14161217,0.23833674,0.49517399,0.28692931,0.14253864,0.022383779,0.0011223247,0.68862855,63117.29576116968,52300,55900,0.077400319,0.084735744,0.096049935,0.12504728,0.23104838,0.46311858,0.28500509,0.14761452,0.026383851,0.61963779,0.67293799,0.66804308,0.68491209,0.70484346,0.11651855,0.12937702,0.1914262,0.24521539,0.3174628,0.089025475,0.1025729,0.14180575,0.25121236,0.41538343,0.091440313,0.10153472,0.137889,0.24627158,0.42286435,0.075933225,0.10269438,0.12892449,0.24579324,0.44665468,0.083609909,0.087334067,0.11101669,0.21502823,0.50301111,0.014099748,0.016957499,0.018872948,0.020123078,0.034168169,0.45342356,0.53065139,0.61627585,0.646851,0.68327808,0.0,False,True,3,7122.6392,11762.114,False,False,24536,28619.0,8296.0,2814.0,0.7407949790794979,0.6415954415954416,9774.0,70067.20458135862,1245.0,1185.0,6456.0,0.49990001,47500.0,10853.489,371589121.0,214689744.0,0.050250113,0.10341064,0.018371988,0.012869487,4.9909954,13.42938,0.43735528,2.366864,0.84898376,58.579884,19.34654,0.0
2974,University Of North Carolina - Chapel Hill,16848,658,1205,1783,3318,9884,0.0045109,0.0,0.0033195,0.0033651,0.005425,0.0048563,0.0,137,85,1.0,2,1.0,3.0,False,3461.0,0.61003566,0.6326949,0.011518728,0.00087036582,221587.9761057739,129500,0.768605474107449,0.034589846,0.068632163,0.1071476,0.19565463,0.59397578,0.40727538,0.24382034,0.05515445,0.0049008806,0.69519174,74835.96752052635,54200,58900,0.086883925,0.095153362,0.0895079,0.10975216,0.22010759,0.48547903,0.32457528,0.20775159,0.06003245,0.63007271,0.66150689,0.68405741,0.68347514,0.70874399,0.097826682,0.14060752,0.15785925,0.27069759,0.33300894,0.091349594,0.10943075,0.14069523,0.27148676,0.38703766,0.086566627,0.083939813,0.12985666,0.27834812,0.42128885,0.093325011,0.086995609,0.12173895,0.26965025,0.42829025,0.097588412,0.086062089,0.095800206,0.18439947,0.53614986,0.025162466,0.032343388,0.044052757,0.044163223,0.073372349,0.48619983,0.54965788,0.58086878,0.63300085,0.66006881,0.0,False,True,1,17678.943,24671.771,False,True,18370,24892.0,8336.0,2710.0,0.9001805519731751,0.8033639143730887,11392.0,80778.43391521196,1320.0,1255.0,5729.0,0.72409999,50400.0,44733.852,699886099.0,490447008.0,0.051704254,0.1116735,0.014351615,0.009866735,9.2194405,12.164948,7.8939619,8.5125189,1.1192931,16.053019,45.036819,0.0
2975,University Of North Carolina - Charlotte,10311,722,1258,1768,2807,3756,0.0049462,0.001385,0.0023847,0.0050905,0.0053438,0.0061235,0.0004971,100,130,1.0,5,1.0,3.0,False,2126.0,0.55613047,0.59514904,0.01638039,0.0003142049,120413.3798139111,92300,0.6555866907012242,0.065462716,0.12098413,0.17214188,0.27457565,0.36683562,0.18253435,0.07904695,0.012450166,0.00094707322,0.62941754,48399.8418011622,42700,45500,0.087416023,0.09801583,0.11342829,0.17592159,0.28246352,0.33017078,0.16622792,0.077334829,0.0093921674,0.60835987,0.61474603,0.61169428,0.64268821,0.63639784,0.1056807,0.13259761,0.24738452,0.26411244,0.25022474,0.089779198,0.11731005,0.22126618,0.27525905,0.29638559,0.1091685,0.12872399,0.17717259,0.2735303,0.31140456,0.088474765,0.10031931,0.17581835,0.3015072,0.33388039,0.10127245,0.11136162,0.14770423,0.27805221,0.36160949,0.0047997534,0.0039547272,0.005618568,0.010800504,0.012721657,0.436849,0.49819827,0.59926665,0.62144226,0.63376021,0.0,False,True,4,4626.9912,7252.146,False,False,21503,17241.0,6277.0,2134.0,0.538961038961039,0.455410225921522,8337.0,63610.42080745343,1085.0,1035.0,8375.0,0.31479999,41700.0,4598.0098,176787618.0,86867136.0,0.049346678,0.17292188,0.017862108,0.025229357,7.6857018,26.406183,5.5388579,2.3615286,6.2258482,21.940748,29.841133,0.0
2984,University Of North Carolina At Wilmington ,8285,339,767,1280,2103,3796,0.0015691,0.0,0.0013038,0.0023438,0.0023776,0.0010537,0.0,8,49,1.0,5,1.0,3.0,False,1666.666666666667,0.62080002,0.59900403,0.0071167783,0.0,142310.55314375,106500,0.7174676807761191,0.036087096,0.086572692,0.15570179,0.24843581,0.47320253,0.25552672,0.1260169,0.018397406,0.00087583082,0.62286818,47707.67405937501,41700,44200,0.088261746,0.099900343,0.12090702,0.16902062,0.30400652,0.30616546,0.1534736,0.075282581,0.011134278,0.56852645,0.5870738,0.61062413,0.6265654,0.63564873,0.12397417,0.14145075,0.21868308,0.31868088,0.19721116,0.12355101,0.12881164,0.19758663,0.29176661,0.25828418,0.092960484,0.13183945,0.17599623,0.32948032,0.26972353,0.090712398,0.11238177,0.18324095,0.32298797,0.29067692,0.10084479,0.11877283,0.1502461,0.28677949,0.34335685,0.0,0.011673521,0.0012617789,0.0064220801,0.017607121,0.55256021,0.50380248,0.57813978,0.63106805,0.60999447,0.0,False,True,3,4376.7427,7144.3618,False,False,12447,10100.0,6392.0,2360.0,0.7098797699947725,0.6158122297714639,7872.0,55281.19168591224,1190.0,1095.0,7958.0,0.45809999,38700.0,2318.7217,89662686.0,46343420.0,0.011987585,0.050305042,0.01498448,0.006850048,18.26087,22.813299,3.8363171,5.473146,6.1381073,18.670076,24.808186,0.0
3018,Bowling Green State University,17294,664,1725,3552,5677,5676,0.0014456,0.001506,0.0011594,0.0014077,0.0017615,0.0012333,1.87e-06,20,8,1.0,5,1.0,2.0,False,3610.666666666667,0.5663774,0.65048474,0.0073367259,0.00036028677,114765.6494977266,92800,0.6775960009792706,0.036034856,0.087783284,0.194405,0.33779129,0.34398556,0.16503243,0.077796891,0.010810151,0.00028592316,0.62943923,46836.06726813492,42600,44700,0.073491536,0.081742629,0.10906939,0.19244218,0.32105443,0.29569137,0.13524175,0.062551044,0.0095228525,0.56803393,0.59320277,0.60982603,0.64123601,0.64461946,0.11369001,0.16001776,0.23501739,0.28767413,0.20360081,0.093063802,0.12635447,0.23567219,0.32018366,0.2247259,0.08758647,0.12249164,0.21513958,0.31253898,0.26224333,0.068782777,0.097114913,0.1938744,0.34364641,0.29658148,0.084930636,0.10347471,0.16271606,0.30740088,0.34147769,0.0099982852,0.003245411,0.0051350622,0.0087662833,0.014297741,0.51646227,0.6014688,0.63238776,0.67282784,0.66531992,0.0,False,True,4,4334.1147,7895.1479,False,False,16918,19567.0,9892.0371,5034.998,0.5409836065573771,0.601272534464475,7446.6582,53908.94139194139,1025.0,960.0,13619.098,0.2753,39000.0,2434.7598,134310710.0,88458568.0,0.0069578728,0.042911381,0.023328286,0.0087146042,14.973452,17.663717,8.495575,8.3893805,3.0442479,12.495575,34.690266,0.24778761
3077,Miami University,21111,656,1523,2849,4891,11192,0.0033632,0.0,0.0006566,0.002457,0.0028624,0.0043781,0.0001482,118,164,1.0,5,1.0,2.0,False,4442.333333333333,0.54776019,0.65573132,0.0077545019,0.00023074354,200367.4449765983,118800,0.757368796440812,0.027586438,0.063667059,0.12673283,0.23885411,0.5431596,0.36679813,0.2318989,0.053813864,0.0048880582,0.67825121,65845.7608291673,50400,54100,0.086309433,0.095388472,0.093588725,0.13602422,0.23400331,0.44099534,0.27475685,0.17090479,0.045263276,0.55099714,0.58777964,0.6210193,0.66340095,0.71520299,0.17688477,0.15397473,0.19552782,0.19251435,0.28109834,0.11642808,0.1435025,0.21095008,0.25660542,0.27251399,0.098824017,0.12947579,0.18600659,0.27649134,0.30920219,0.090089068,0.094878316,0.15742403,0.26733914,0.39026949,0.090311989,0.075730629,0.10314687,0.2088882,0.52192235,0.0083643831,0.025077162,0.014816207,0.026094742,0.065036885,0.47788322,0.53201693,0.60705966,0.65740937,0.68988365,0.0,False,True,3,5365.4551,7612.6812,False,False,21304,21148.0,11787.752,5700.7891,0.7091295116772823,0.8111909036505087,8001.3325,60953.61093247589,1225.0,1215.0,15358.792,0.33239999,45800.0,6057.3022,182555786.0,124059232.0,0.014772313,0.04098545,0.015266372,0.006065906,10.786574,30.617474,3.151422,5.9441457,1.1785805,15.629004,32.692802,0.0
3125,University Of Cincinnati,23911,1711,3325,4993,6894,6988,0.0073606,0.0017534,0.0027068,0.0042059,0.0095735,0.0110189,0.0013813,619,1120,1.0,5,1.0,2.0,False,5028.666666666667,0.49907199,0.54442739,0.01036342,0.00046299768,106978.3692009562,85200,0.6331568601418123,0.065327711,0.12852679,0.20548719,0.29390636,0.30675191,0.14851014,0.068021096,0.0096912095,0.00087139173,0.60044819,45505.0955547569,39100,42400,0.095303968,0.10572029,0.13963315,0.20126334,0.26036417,0.29301906,0.14654005,0.069983162,0.010499071,0.50826335,0.56036347,0.58022439,0.61462474,0.6368404,0.16038689,0.19789532,0.25033104,0.23274927,0.15863742,0.11255176,0.16884485,0.25126302,0.26414365,0.20319676,0.11394182,0.15298185,0.21950786,0.25471282,0.25885567,0.095098756,0.13175894,0.18880069,0.27693221,0.30740944,0.095885143,0.11358824,0.16958323,0.25257322,0.36837021,0.0070873089,0.00415962,0.00516525,0.0086359987,0.019239925,0.36188772,0.44257879,0.52617186,0.58621514,0.59816724,0.0,False,True,4,6523.312,7547.6841,False,False,31948,33180.0,9645.2344,4964.7734,0.6363120567375886,0.4903459372485921,8459.8701,64063.41897233202,1165.0,1060.0,14500.565,0.26750001,39400.0,33327.172,301372380.0,219865504.0,0.025235139,0.13511635,0.0098419534,0.0078856507,14.771207,21.327269,11.29248,4.6829009,7.3053255,24.511641,15.841584,0.26759434
3170,Oklahoma State University,15047,989,1903,2900,4019,5236,0.0051838,0.0020222,0.0042039,0.0041379,0.0049764,0.0068755,0.0001333,128,73,1.0,5,1.0,3.0,False,2994.666666666667,0.51569456,0.69331813,0.020010026,0.0011070054,119478.1890583259,90000,0.6521587251542088,0.061238341,0.12046425,0.19215375,0.27349079,0.35265291,0.18273948,0.088161878,0.014718188,0.0011264114,0.64380044,57755.43464422863,45800,50500,0.10944194,0.11994655,0.10236278,0.14754884,0.23434353,0.39579833,0.24145295,0.13389869,0.031094026,0.59836328,0.62013048,0.63527691,0.64716494,0.66181117,0.12223247,0.14871262,0.17806804,0.22423036,0.32675651,0.13576426,0.10437355,0.15849809,0.26392525,0.33743888,0.12385039,0.10071696,0.16189119,0.24496663,0.3685748,0.11019004,0.10319605,0.1507903,0.2480052,0.38781837,0.11958564,0.093877807,0.12818024,0.20961145,0.44874486,0.018076999,0.015783694,0.023751862,0.025087886,0.047242869,0.59599429,0.658925,0.68455666,0.69090104,0.72861534,0.0,False,True,3,4609.1948,6434.8384,False,False,20660,18676.0,7442.0,2647.0,0.5956284153005464,0.5517979452054794,8254.0,55203.80380499405,1105.0,1120.0,9677.0,0.23980001,43400.0,9002.4346,173810229.0,107707528.0,0.015928563,0.033124171,0.016350912,0.046397973,5.3244004,32.722145,1.0578279,1.2341325,1.7277856,33.956276,22.143866,1.8335685
3210,Oregon State University,12614,662,1221,2149,3307,5275,0.0099889,0.0045317,0.00819,0.008376,0.0096764,0.0119431,0.0003011,162,182,1.0,5,1.0,4.0,False,2520.666666666667,0.47778365,0.63577116,0.016455978,0.00079914305,134287.3690181996,100600,0.6920748823409798,0.050318748,0.090813987,0.16655587,0.26889765,0.42341375,0.22865006,0.11474949,0.018146574,0.0010223733,0.66390646,56049.18849645018,50000,53500,0.092544839,0.10168889,0.10243541,0.12741925,0.23956424,0.4288922,0.24332936,0.11853746,0.016875492,0.59498703,0.61077368,0.65684783,0.67559439,0.67884678,0.15719646,0.124066,0.15403219,0.23767065,0.32703474,0.12788901,0.13491604,0.14482476,0.25350994,0.33886027,0.096050702,0.10857875,0.15005428,0.25196075,0.39335552,0.093341023,0.09293671,0.12485826,0.24348795,0.44537601,0.096992269,0.096514128,0.113246,0.22943005,0.46381757,0.015881617,0.013173465,0.018197775,0.012344206,0.020145165,0.56398898,0.55176151,0.62468988,0.65078104,0.65714687,0.0,False,True,4,6169.9302,8724.1006,False,False,23939,16758.0,9078.8154,3654.0,0.6146603900470746,0.5870158210583742,8744.2334,57563.47077409163,1105.0,1080.0,13854.0,0.2106,46400.0,17325.924,204795665.0,105068856.0,0.081287228,0.011840767,0.032834519,0.031091094,7.9646015,22.316275,6.4255481,13.158907,0.0,38.938053,11.196613,0.0
3211,Oregon Institute Of Technology,1354,145,230,318,445,216,0.0206795,0.0068966,0.0130435,0.0188679,0.0269663,0.0277778,0.0006525,45,19,1.0,5,1.0,4.0,False,312.6666666666667,0.41577825,0.62646729,0.035221688,0.001072816,81399.91427905117,76400,0.573782324536777,0.097608462,0.15997259,0.22547156,0.29258639,0.22436105,0.073204823,0.029028745,0.0011763991,1.6970023e-06,0.66225898,53544.86548007729,51900,57100,0.09100499,0.099598452,0.10868198,0.15468332,0.1653078,0.47172847,0.23574045,0.089312494,0.0080201775,0.59707767,0.63504767,0.65405905,0.69923681,0.67003614,0.1547908,0.096183196,0.2179445,0.1702348,0.36084667,0.10765149,0.11878825,0.19271643,0.20076607,0.38007781,0.085234821,0.12868327,0.18139091,0.18861198,0.41607898,0.088402115,0.10220821,0.10204412,0.11627932,0.5910663,0.098880775,0.095255725,0.14184961,0.17839994,0.48561394,0.010991014,0.019721823,0.0046986239,0.0035582106,0.0075410609,0.52387094,0.53709328,0.65537697,0.672517,0.64572114,0.0,False,True,4,4224.8813,5884.2622,False,False,4366,2815.0,8445.0,3459.0,0.4440298507462687,0.4132841328413284,6667.0,48214.65833333334,1025.0,1015.0,10722.0,0.28650001,50100.0,81.833038,23905835.0,12210460.0,0.064907275,0.011768902,0.03388017,0.0099857347,0.0,13.658537,30.975609,7.0731707,0.0,39.024391,9.2682924,0.0
3216,Portland State University,5930,493,749,1058,1566,2064,0.003204,0.0020284,0.0053405,0.0009452,0.0038314,0.0033915,1.12e-05,22,50,1.0,5,1.0,4.0,False,1156.333333333333,0.57711154,0.5188871,0.020111205,0.0014336329,126110.5896331796,86900,0.6336579482951952,0.083449818,0.13535973,0.17674553,0.26357591,0.34086895,0.17843683,0.097037196,0.017971348,0.0014460954,0.57309377,44616.12725434203,37200,42600,0.12892856,0.14350067,0.16246857,0.17317648,0.22631682,0.2945374,0.15008226,0.072768219,0.012278196,0.52748519,0.5757339,0.58080614,0.57059294,0.58114582,0.19049008,0.14838411,0.2059921,0.21413611,0.24099758,0.13666889,0.17028217,0.16505572,0.24288024,0.28511298,0.12699382,0.16104317,0.18234421,0.25396797,0.27565083,0.14865355,0.16860773,0.17503892,0.20786355,0.29983619,0.13928446,0.15880585,0.16217379,0.22265294,0.31708291,0.01717958,0.012771274,0.011422689,0.0076361834,0.01491548,0.48710588,0.45287251,0.49936903,0.54838872,0.54019064,0.0,False,True,4,3904.4465,5916.0928,False,False,22927,18889.0,7794.0,3525.0,0.416958654519972,0.3319559228650138,8286.0,55545.28366247756,1030.0,1005.0,11306.0,0.3883,42800.0,108.91069,165978665.0,77154928.0,0.10113762,0.029211009,0.037431192,0.039779816,15.502793,22.25326,1.0242085,10.148975,2.3277466,15.875233,32.867783,0.0
3223,University Of Oregon,12790,641,1136,1962,2917,6134,0.0030493,0.0062402,0.0052817,0.0025484,0.0010285,0.0034235,0.0001406,74,227,1.0,5,1.0,4.0,False,2494.333333333334,0.55445677,0.55314064,0.014200409,0.001079015,171570.1465029066,108700,0.716825696454398,0.048773333,0.082292229,0.1516768,0.2331641,0.48409355,0.30305812,0.17599382,0.034714233,0.0030630901,0.62415242,52302.19010068656,43700,47900,0.100876,0.111064,0.13137187,0.159545,0.2450687,0.35295045,0.18623182,0.10008739,0.021415345,0.58258486,0.57942516,0.60748595,0.62045193,0.64294803,0.10730828,0.16614895,0.20141274,0.23397897,0.29115108,0.13228403,0.1643497,0.18028726,0.22184543,0.30123362,0.12879178,0.13369524,0.15799089,0.2521311,0.32739094,0.10773516,0.12769076,0.17539379,0.25937608,0.32980421,0.10388399,0.12330708,0.14465405,0.24102983,0.38712505,0.022123052,0.0063655972,0.020345939,0.021442946,0.024224158,0.46141106,0.50312489,0.55038679,0.55037647,0.57307905,0.0,False,True,4,5650.6836,10355.128,False,True,20797,17801.0,9918.0,3819.0,0.6653352353780314,0.57984496124031,8828.0,57666.75981873112,1110.0,1110.0,11496.0,0.25830001,41600.0,13849.109,239079147.0,106327728.0,0.064649045,0.015842568,0.028701335,0.064720094,18.590998,13.829093,0.58708417,6.0013046,0.84801042,13.568167,46.575344,0.0
3325,Millersville University Of Pennsylvania,6760,300,715,1272,2156,2317,0.0025148,0.0033333,0.0,0.0023585,0.0046382,0.0012948,0.0,16,0,1.0,5,1.0,1.0,False,1380.333333333333,0.58246797,0.63759583,0.0089512076,8.660295e-06,108482.1081279431,93500,0.6711859202448281,0.040353917,0.097301558,0.1851867,0.32290372,0.35425419,0.14518479,0.046116896,0.0054864148,0.00069851213,0.63800585,46838.16817439175,45400,48000,0.083132066,0.089353755,0.10396829,0.15661933,0.32924414,0.32081455,0.12279552,0.052342333,0.0065275268,0.5545224,0.59785235,0.62429094,0.64849007,0.65615743,0.098209769,0.20994352,0.24166262,0.22836642,0.22181757,0.11296935,0.10503507,0.19211389,0.32869682,0.26118481,0.083766207,0.11008111,0.19140239,0.35048756,0.26426268,0.08431372,0.10168105,0.14160593,0.33935452,0.3330448,0.089373447,0.090492733,0.13268454,0.32056496,0.36688435,0.00021460853,4.2799369e-05,0.0061469614,0.0039203572,0.011603162,0.4993664,0.55288845,0.63498145,0.66785038,0.65039748,0.0,False,True,4,4784.6992,6545.6753,False,False,7388,7378.0,10268.0,4804.0,0.6065200909780136,0.6069600818833163,9485.0,68299.86824324324,1015.0,1070.0,13434.0,0.2814,43200.0,107.65166,51459336.0,37608012.0,0.014468216,0.05987379,0.022164077,0.0075419424,11.01695,10.593221,3.6440678,0.42372882,3.7288136,22.033897,48.559322,0.0
3326,Shippensburg University Of Pennsylvania,6884,317,726,1313,2177,2351,0.0017432,0.0,0.0013774,0.0007616,0.0018374,0.0025521,7.52e-07,7,0,1.0,5,1.0,1.0,False,1383.666666666667,0.53962898,0.67126411,0.013792257,0.0,108335.4582442484,93000,0.674016469230252,0.043899104,0.10140623,0.18442808,0.3108418,0.35942483,0.1579597,0.055709939,0.0051793647,0.0006188206,0.66833979,51435.84908380512,47500,49000,0.063587151,0.07082019,0.093827173,0.14413308,0.32096159,0.37025797,0.1689961,0.069241323,0.0097784596,0.61402172,0.62520957,0.65545791,0.66680372,0.69508082,0.092492148,0.130907,0.15663771,0.30578238,0.31418082,0.080777794,0.12947752,0.16431622,0.33821893,0.2872096,0.082685746,0.090262651,0.16558602,0.33141768,0.33004785,0.070205204,0.090253279,0.1567038,0.32031241,0.36252531,0.05980726,0.084159985,0.11503192,0.31314284,0.42785794,0.0,0.0073236674,0.0079820827,0.0061569721,0.015719086,0.61877209,0.59759617,0.66222137,0.69295782,0.68433815,0.0,False,True,5,4514.2065,7012.8359,False,False,6550,7011.0,9774.0,4746.0,0.5482558139534883,0.6037735849056604,9483.0,67285.83164983166,985.0,1060.0,12369.0,0.16590001,45200.0,4758.9878,52017199.0,31244178.0,0.0086811353,0.03405676,0.010016695,0.010684474,8.9511757,24.32188,0.27124774,0.0,15.28029,14.37613,36.799278,0.0
3328,West Chester University Of Pennsylvania,9146,435,845,1420,2578,3868,0.001312,0.0,0.0023669,0.0028169,0.0,0.0015512,0.0,24,256,1.0,5,1.0,1.0,False,1921.333333333333,0.61328936,0.60739905,0.012733021,0.0003482367,122582.7564787908,102700,0.698635974437474,0.042028327,0.088780247,0.15540911,0.28116024,0.43262208,0.19756168,0.086146049,0.01046732,0.00065421232,0.64984936,50830.7919915098,47500,50200,0.082474239,0.090811253,0.10634867,0.13493524,0.3004477,0.36745709,0.15616122,0.063381582,0.012021516,0.60805112,0.6268599,0.6440028,0.6547991,0.65751106,0.1121138,0.13313639,0.17672883,0.27505815,0.30296284,0.091526106,0.1290956,0.17234014,0.29111221,0.31592593,0.098202243,0.10183199,0.13944259,0.30161807,0.35890508,0.081954584,0.10601572,0.12708357,0.33270735,0.35223877,0.091695957,0.1009172,0.1266827,0.28344411,0.39726001,0.0082857618,0.015675172,0.0055545173,0.012303573,0.013774462,0.46956095,0.52326417,0.58321142,0.6207819,0.6380468,0.0,False,True,4,4434.4873,6302.2764,False,False,13711,12272.0,9144.0,4630.0,0.6864450127877237,0.5715268225584594,8909.0,69712.29253112033,1075.0,1045.0,16581.0,0.4844,46500.0,708.29742,92255883.0,56364540.0,0.017628826,0.078167379,0.017919412,0.0035838822,13.553329,15.439011,8.8980551,10.017678,8.3087807,6.6588097,37.124336,0.0
3329,Pennsylvania State University ,61298,3645,6490,10809,15920,24434,0.0076838,0.0041152,0.0053929,0.0052734,0.0087312,0.0092085,0.0004698,906,1371,1.0,5,1.0,1.0,False,13272.66666666667,0.4670752,0.59939134,0.017627658,0.0007071303,123356.3865321588,95400,0.6746603912789013,0.058273941,0.10391826,0.17649817,0.26376334,0.39754629,0.2206322,0.10232303,0.014083563,0.00080285483,0.68118328,60571.39758714652,50900,54600,0.078122191,0.086313769,0.094333261,0.13671924,0.23426019,0.44837356,0.26696977,0.14120162,0.027043853,0.59548485,0.62261766,0.64735192,0.6792351,0.72536689,0.12916623,0.14357063,0.18894058,0.23582622,0.3024964,0.1114758,0.12338427,0.17409454,0.25759545,0.33344996,0.09102495,0.10566165,0.17532709,0.25398526,0.37400103,0.078199819,0.09487433,0.1394131,0.25911799,0.42839473,0.076746754,0.0741335,0.10036655,0.20268089,0.5460723,0.012134588,0.0088918908,0.014231833,0.020717064,0.043860044,0.47117427,0.51983136,0.58853638,0.61655462,0.63241458,0.0,False,True,3,5860.5679,21675.84,False,True,70108,73146.0,16074.466,6787.3018,0.6974691400593063,0.6300017322016283,8665.2051,62583.81524585393,1100.9646,1100.4523,16871.479,0.32732177,47500.0,24760.443,1094032000.0,510505088.0,0.042733219,0.044889323,0.025121853,0.011586088,5.2433515,39.005268,5.4440541,6.9305067,3.3554943,24.159559,15.033869,0.82789761
3414,University Of Rhode Island,9704,496,929,1424,2409,4446,0.0049464,0.0,0.0010764,0.0049157,0.0058115,0.005848,0.0002084,66,84,1.0,5,1.0,1.0,False,1954.0,0.55134767,0.57561028,0.015883412,0.0,139786.2825827363,105900,0.7058913354294489,0.046992503,0.093326107,0.14824849,0.24183902,0.46959391,0.25660366,0.12311371,0.017448971,0.00087856525,0.69467235,60249.74898045675,53400,56100,0.064576626,0.073229507,0.0894095,0.134262,0.22982895,0.47327006,0.25319707,0.13097227,0.021815607,0.64681906,0.64049095,0.6805616,0.69843549,0.71274561,0.091757134,0.11221264,0.15624781,0.30178356,0.33799887,0.092965819,0.11363412,0.17988387,0.23500927,0.37850699,0.071520507,0.087107196,0.17724736,0.21700159,0.44712335,0.060889535,0.093360431,0.13314664,0.2481975,0.46440592,0.074347645,0.081005342,0.1099992,0.21618871,0.51845908,0.0,0.0089680068,0.013941904,0.018855035,0.030562382,0.41352308,0.48474893,0.5571298,0.6001392,0.60308993,0.0,False,True,4,4648.769,6448.6836,False,True,13354,14362.0,12506.0,5154.0,0.6343656343656343,0.5764145954521416,9144.0,70454.98341625207,1070.0,1090.0,11660.0,0.2129,48200.0,4231.2354,106765614.0,71759880.0,0.035690803,0.038978115,0.037944961,0.0056353901,6.7193675,28.176172,9.7684927,1.2987013,1.4680971,19.875776,32.693394,0.0
