cohort,par_ventile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
1980,2,8,Nonselective four-year private not-for-profit,13900,30900,.486393673550663,0,.0177777782082558,.0533333346247673,.148888885974884,.1977777779102325,.2555555701255798,.2222222238779068,.175555557012558,.162222221493721,.3911111056804657,27100,31200,450,17937,.0250878073256397
1980,2,9,Two-year (public and private not-for-profit),13800,29700,.4619963935563421,.0018668906996027,.0172687396407127,.0455988049507141,.1226547211408615,.1968169510364533,.2467096000909805,.2483898103237152,.1854289174079895,.1704471260309219,.3716512620449066,23600,29200,21426,614500,.0348673718470301
1980,2,10,Four-year for-profit,13800,30200,.4783644475454782,.0018726591952145,.0199750307947397,.0505617968738079,.131086140871048,.2022471874952316,.2571785151958466,.2390761524438858,.1704119890928268,.1554307043552399,.2965043783187866,25900,30200,1602,32980,.0485748938750758
1980,2,11,Two-year for-profit,13800,30100,.4808547471960901,.0018552875844762,.0148423006758094,.0519480518996716,.1317254155874252,.2096474915742874,.2708719968795776,.228200376033783,.159554734826088,.1484230011701584,.3135435879230499,25200,29700,539,10584,.0509259259259259
1980,2,12,Less than two-year schools of any type,13800,27100,.432388676704799,.0062893079593778,.0188679248094559,.0503144636750221,.1006289273500443,.150943398475647,.2893081903457642,.2264150977134705,.2327044010162354,.2012578547000885,.2012578547000885,21400,28900,159,2906,.0547143840330351
1980,2,13,Attending college with insufficient data,13800,27500,.4509236732882845,.0022853079717606,.0169620644301176,.0435732044279575,.1114214584231377,.1741912513971329,.2569701969623566,.2791122794151306,.1783048063516617,.1609364748001099,.3242598176002502,21700,27000,19691,393575,.0500311249444197
1980,2,14,Not in college between the ages of 19-22,13800,15500,.3196936616727747,.0004327950518489,.0048148450589032,.0135158286955069,.0398261602631245,.092410756812806,.1879863316375428,.3061213421697125,.373655400714178,.3496893881101289,.2247919500542139,8600,18600,110907,1352057,.082028346438057
1980,3,1,Ivy Plus,18300,99500,.707795594162949,.107526883482933,.301075279712677,.4354838728904724,.5698924660682678,.1344086080789566,.0645161271095276,.107526883482933,.1236559152603149,.1182795688509941,.5161290168762207,69200,78500,186,17653,.0105364527275817
1980,3,2,Other elite schools (public and private),18500,75300,.6838922487956374,.0491329468786716,.2326589524745941,.3554913401603699,.5303468108177185,.1531791836023331,.0780346840620041,.0982658937573433,.1401734054088593,.1271676272153854,.5,61000,69900,692,60703,.0113997660741644
1980,3,3,Highly selective public,18600,61700,.6526858606883427,.0333512648940086,.1463152170181274,.2646584212779999,.4228079617023468,.2200107574462891,.131791278719902,.1027434095740318,.1226465851068497,.114039808511734,.4932759404182434,48900,54900,1859,126735,.0146684025722965
1980,3,4,Highly selective private,18500,66900,.6603569705323297,.0311804004013538,.1492204964160919,.2650333940982819,.4053452014923096,.2583518922328949,.1403118073940277,.0846325159072876,.1113585755228996,.1046770587563515,.5077950954437256,49000,53400,449,42920,.0104613233923579
1980,3,5,Selective public,18600,41400,.5613209562888757,.0063492064364254,.0488741248846054,.1040236279368401,.2311554104089737,.2552233338356018,.2231819927692413,.166629746556282,.1238095238804817,.1130306422710419,.4487264752388001,35300,39400,13545,616241,.0219800370309668
1980,3,6,Selective private,18600,46300,.5842559142450565,.0164158679544926,.0701094418764114,.1443228423595429,.2759917974472046,.2602599263191223,.1928864568471909,.1415868699550629,.1292749643325806,.1190150454640389,.4876880943775177,38700,42700,2924,149238,.0195928650879803
1980,3,7,Nonselective four-year public,18600,31300,.4916535219954072,.0011217050487176,.0199102628976107,.0558048225939274,.1376892924308777,.2291082441806793,.2602355480194092,.2122826725244522,.1606842428445816,.1497476100921631,.390633761882782,27700,32700,3566,77371,.0460896201419136
1980,3,8,Nonselective four-year private not-for-profit,18500,31500,.4809176205817867,.0039920159615576,.0299401190131903,.0678642690181732,.169660672545433,.1816367208957672,.2255489081144333,.2614770531654358,.1616766452789307,.1516966074705124,.4291417300701141,25000,30300,501,17937,.0279310921558789
1980,3,9,Two-year (public and private not-for-profit),18600,29800,.4740320029706086,.0011182314483449,.018106747418642,.0507074967026711,.1320803463459015,.2033460885286331,.2555159032344818,.2338394075632095,.1752182692289352,.1613693982362747,.3822201192378998,25300,30400,23251,614500,.0378372660699756
1980,3,10,Four-year for-profit,18500,31000,.4858355808268833,.0011983223957941,.0197723191231489,.0551228262484074,.1563810706138611,.195925697684288,.2480527311563492,.2312762141227722,.1683642864227295,.1563810706138611,.3031755685806274,26400,30700,1669,32980,.0506064281382656
1980,3,11,Two-year for-profit,18600,31800,.4954633601699562,0,.0226480830460787,.0487804859876633,.1515679508447647,.2334494739770889,.2421602755784988,.1968641132116318,.1759581863880158,.1585365831851959,.3571428656578064,29200,33800,574,10584,.0542328042328042
1980,3,12,Less than two-year schools of any type,18300,20500,.3870254834026689,0,0,.0204081628471613,.0748299285769463,.129251703619957,.2312925159931183,.3401360511779785,.2244897931814194,.2108843475580216,.3333333432674408,14700,21900,147,2906,.0505849965588438
1980,3,13,Attending college with insufficient data,18500,28000,.4574546252279311,.0023759880568832,.0176986865699291,.0443194508552551,.1118653938174248,.1819327920675278,.2687290906906128,.2639771103858948,.1734956055879593,.1580274403095245,.3411239981651306,22800,27700,20623,393575,.0523991615321095
1980,3,14,Not in college between the ages of 19-22,18500,16700,.3324954465041439,.0005482870748679,.0056152159646383,.0149266430508036,.0438346066126904,.1026242134485774,.2004934586501458,.2985895728812288,.3544581327945161,.3315435154612138,.2403860686236028,10200,19800,105784,1352057,.0782393049997153
1980,4,1,Ivy Plus,23100,99900,.694654548103845,.1063829809427261,.2819148898124695,.4095744788646698,.542553186416626,.1489361673593521,.0797872319817543,.0797872319817543,.1489361673593521,.1436170190572739,.4627659618854523,63700,75100,188,17653,.0106497479182009
1980,4,2,Other elite schools (public and private),23000,79300,.6875355247893087,.0566037744283676,.2087264209985733,.3431603908538818,.5106132030487061,.1721698045730591,.1049528270959854,.0943396240472794,.1179245263338089,.1120283007621765,.4469339549541473,58900,65800,848,60703,.0139696555359702
1980,4,3,Highly selective public,23100,64400,.6518158769144733,.0223084390163422,.1304558664560318,.2429679930210114,.4146459698677063,.2284190058708191,.1348205655813217,.1115421950817108,.1105722635984421,.1037827357649803,.5179437398910523,49600,54400,2062,126735,.0162701700398469
1980,4,4,Highly selective private,23100,60300,.6442881480217196,.0304659493267536,.1451612859964371,.2706093192100525,.4193548262119293,.2043010741472244,.1200716868042946,.1397849470376968,.1164874583482742,.1111111119389534,.5107526779174805,48300,54500,558,42920,.0130009319664492
1980,4,5,Selective public,23100,42200,.5690528188104238,.0080816112458706,.0516030751168728,.1124138832092285,.2418521493673325,.2586115598678589,.2179385274648666,.1589162647724152,.1226815059781075,.1121489107608795,.4801271855831146,36300,40400,15096,616241,.0244969094883333
1980,4,6,Selective private,23100,45200,.5814475105491722,.0098039219155908,.0741421580314636,.1513480395078659,.2959558963775635,.2356004863977432,.1764705926179886,.1587009876966476,.1332720518112183,.1219362765550613,.5067402124404907,38700,43500,3264,149238,.0218711052144896
1980,4,7,Nonselective four-year public,23000,32000,.4971933224536114,.0030136986169964,.0219178088009357,.0526027381420136,.1438356190919876,.2320547997951508,.246575340628624,.2284931540489197,.1490411013364792,.138630136847496,.4008219242095947,27800,32600,3650,77371,.047175298238358
1980,4,8,Nonselective four-year private not-for-profit,23100,31400,.4725492043717148,.0074349441565573,.0278810411691666,.0594795532524586,.1635687798261643,.1654275059700012,.2527880966663361,.230483278632164,.1877323389053345,.1802974045276642,.4423791766166687,23800,29700,538,17937,.029993867424876
1980,4,9,Two-year (public and private not-for-profit),23100,30200,.4806767846984067,.0014990681083873,.0182724259793758,.0514139868319035,.1340653151273727,.2130702584981918,.2574345767498016,.2261567115783691,.1692731529474258,.1544850468635559,.3962806761264801,25800,30900,24682,614500,.0401659886086249
1980,4,10,Four-year for-profit,23100,31500,.48927375431142,.0027218291070312,.0217746328562498,.0609689727425575,.1491562277078629,.2139357626438141,.2367991358041763,.232988566160202,.1671203076839447,.1507893353700638,.3298856914043427,26000,32100,1837,32980,.0557004244996968
1980,4,11,Two-year for-profit,23000,30300,.4753725312014954,.0049751242622733,.0132669983431697,.0514096170663834,.1409618556499481,.2172470986843109,.2321724742650986,.2172470986843109,.1923714727163315,.1807628571987152,.3416252136230469,26000,32600,603,10584,.0569727891156463
1980,4,12,Less than two-year schools of any type,23000,19900,.3705397457536047,0,.0166666675359011,.0222222227603197,.0611111111938953,.116666667163372,.2333333343267441,.327777773141861,.2611111104488373,.2166666686534882,.300000011920929,13500,19500,180,2906,.0619408121128699
1980,4,13,Attending college with insufficient data,23000,29000,.4684541368937439,.0018628200050443,.0186282005161047,.046140618622303,.1198414191603661,.1967424601316452,.2650936245918274,.250382125377655,.1679403930902481,.1532288938760757,.3520729839801788,24200,29000,20936,393575,.0531944356221813
1980,4,14,Not in college between the ages of 19-22,23000,17500,.3420121004435692,.0004835733144628,.0054772079063059,.0158592309641522,.0478244148468905,.1112810736924372,.2066338314174809,.2924532840693894,.3418073773473505,.3196123436261417,.2526127735010397,11100,20600,101329,1352057,.0749443255720728
1980,5,1,Ivy Plus,27700,96300,.7313172505112534,.1097046434879303,.350210964679718,.4472573697566986,.5822784900665283,.1729957759380341,.0506329126656055,.0632911399006844,.1308016926050186,.1308016926050186,.4388185739517212,73300,82600,237,17653,.0134254800883702
1980,5,2,Other elite schools (public and private),27800,80000,.7094597718295961,.0674915611743927,.2339707463979721,.3790776133537293,.5455567836761475,.1653543263673782,.0832395926117897,.1068616434931755,.0989876240491867,.0922384709119797,.5129358768463135,63700,70500,889,60703,.0146450752022141
1980,5,3,Highly selective public,27700,58500,.6578154201702596,.0253638252615929,.1243243217468262,.2395010441541672,.4182952046394348,.222869023680687,.1534303575754166,.1081081107258797,.0972972959280014,.0914760902523994,.523492693901062,50000,54000,2405,126735,.0189766047263976
1980,5,4,Highly selective private,27700,63600,.6662664914557093,.031700287014246,.157060518860817,.2723343074321747,.455331414937973,.2002881914377213,.1340057700872421,.11239193379879,.0979827120900154,.0951008647680283,.5518732070922852,51900,58000,694,42920,.0161696178937558
1980,5,5,Selective public,27700,42600,.5747093963443473,.0074138939380646,.0518388785421848,.1154115572571755,.2447168678045273,.2705779373645783,.2130180895328522,.1530064195394516,.1186806783080101,.1079976633191109,.4846468269824982,37200,40600,17130,616241,.0277975662119203
1980,5,6,Selective private,27700,45700,.5866965559545321,.0096179535612464,.0718674883246422,.1504141092300415,.2901416122913361,.2492652982473373,.1896874159574509,.140528991818428,.1303766965866089,.1231632381677628,.5102858543395996,38900,43500,3743,149238,.025080743510366
1980,5,7,Nonselective four-year public,27700,32500,.4998762409357742,.0018300653900951,.0248366016894579,.0546405240893364,.1471895426511765,.2355555593967438,.2522875964641571,.210457518696785,.1545097976922989,.1430065333843231,.4007843136787415,28800,33200,3825,77371,.0494371276059506
1980,5,8,Nonselective four-year private not-for-profit,27700,30900,.4841447351364663,.0015822785208002,.0205696206539869,.0601265840232372,.1582278460264206,.1946202516555786,.25,.2120253145694733,.1851265877485275,.1645569652318955,.4636076092720032,25800,31100,632,17937,.0352344316217874
1980,5,9,Two-year (public and private not-for-profit),27700,30800,.4846882581455861,.0015148072270676,.0192380510270596,.0542679689824581,.1407255977392197,.2123002409934998,.2583882510662079,.2192304730415344,.1693554520606995,.154623955488205,.4069150984287262,26600,31600,26406,614500,.0429715215622457
1980,5,10,Four-year for-profit,27700,31800,.4957767315340565,.0005440696259029,.0201305765658617,.0609357990324497,.1556039154529572,.2208922803401947,.2486398220062256,.2165397107601166,.158324271440506,.1479869484901428,.3482045829296112,27700,33200,1838,32980,.0557307459066101
1980,5,11,Two-year for-profit,27600,32400,.4996280426771338,0,.0281923711299896,.0613598674535751,.1542288511991501,.238805964589119,.2189054787158966,.2238806039094925,.1641791015863419,.1575456112623215,.3747926950454712,28200,34600,603,10584,.0569727891156463
1980,5,12,Less than two-year schools of any type,27600,28200,.4255168212247066,.0054644807241857,.0054644807241857,.0382513664662838,.0765027329325676,.1693989038467407,.2513661086559296,.3005464375019074,.202185794711113,.1803278625011444,.3224043846130371,18400,24800,183,2906,.0629731589814178
1980,5,13,Attending college with insufficient data,27700,30100,.475907043095037,.0024601959157735,.0208420362323523,.0508285760879517,.1310402452945709,.199275866150856,.2607807517051697,.2436058074235916,.1652973145246506,.1519287079572678,.3666620254516602,25100,30000,21543,393575,.0547367083783269
1980,5,14,Not in college between the ages of 19-22,27600,18100,.3502753917547634,.0004077749029756,.0058865967516647,.0172206478192838,.0514319160105654,.1195407828135926,.2119906704020487,.2838531641174473,.3331834720514947,.3106931151558104,.2686713879298334,11600,21600,95641,1352057,.0707374023432444
1980,6,1,Ivy Plus,32800,135700,.7353834583980512,.1583011597394943,.3397683501243591,.4671814739704132,.6138995885848999,.1196911185979843,.0772200748324394,.0733590722084045,.1158301159739494,.1081081107258797,.5019304752349854,72000,83100,259,17653,.014671727185181
1980,6,2,Other elite schools (public and private),32700,75500,.6923662961900382,.0573929958045483,.2091439664363861,.3424124419689179,.5077821016311646,.1848248988389969,.1089494153857231,.0914396867156029,.107003889977932,.1021400764584541,.5233463048934937,58500,64400,1028,60703,.0169349126072847
1980,6,3,Highly selective public,32600,59800,.6591494925922687,.0287206266075373,.1312942951917648,.2443118244409561,.4084296822547913,.2454308122396469,.1357702314853668,.1167474836111069,.0936217829585075,.0865348726511002,.5624766945838928,49300,52900,2681,126735,.0211543772438553
1980,6,4,Highly selective private,32600,63600,.6566571126704641,.0424164533615112,.1593830287456513,.2622107863426209,.4447300732135773,.1992287933826447,.1285347044467926,.1156812310218811,.1118251904845238,.1041131094098091,.5501285195350647,50300,56800,778,42920,.0181267474370923
1980,6,5,Selective public,32600,43700,.5799281769586558,.0088358968496323,.0533879809081554,.1162505969405174,.2534731328487396,.2701868414878845,.2095597982406616,.1504763960838318,.1163038238883019,.1067227348685265,.5097674131393433,38000,41700,18787,616241,.0304864492949998
1980,6,6,Selective private,32600,46900,.5966361131521064,.0094361333176494,.0685845836997032,.149367094039917,.2943613231182098,.2623705267906189,.1829689294099808,.1399309486150742,.120368242263794,.1104718074202538,.5362485647201538,40300,44600,4345,149238,.0291145686755384
1980,6,7,Nonselective four-year public,32600,32600,.5027348015269991,.0015333503251895,.0201891139149666,.0572450794279575,.1558906137943268,.2371581941843033,.2425249218940735,.2057245075702667,.1587017625570297,.1474571973085403,.4441604912281036,29000,33900,3913,77371,.0505745046593685
1980,6,8,Nonselective four-year private not-for-profit,32600,34600,.5069452244002615,.006514657754451,.0293159615248442,.0635179132223129,.1644951105117798,.2214983701705933,.2703582942485809,.1921824067831039,.1514658033847809,.1368078142404556,.4674267172813416,28300,33200,614,17937,.0342309193287618
1980,6,9,Two-year (public and private not-for-profit),32600,31600,.491407492838782,.0022173742763698,.0212081111967564,.0551124773919582,.1433425098657608,.225564181804657,.2490254342556,.2177676111459732,.1643002778291702,.1512463837862015,.4256643056869507,27400,32400,27961,614500,.0455020341741253
1980,6,10,Four-year for-profit,32600,36800,.5126789307127555,.0015633142320439,.0250130277127028,.0755601897835732,.1803022474050522,.2261594533920288,.2417926043272018,.1928087472915649,.1589369475841522,.1464304327964783,.3559145331382752,29400,34500,1919,32980,.0581867798665858
1980,6,11,Two-year for-profit,32500,33400,.5038687893456986,.0044910181313753,.0239520967006683,.0538922138512135,.1586826294660568,.242514967918396,.2559880316257477,.1646706610918045,.178143709897995,.1691616773605347,.378742516040802,29300,35200,668,10584,.063114134542706
1980,6,12,Less than two-year schools of any type,32600,25600,.4233874837982073,.0068027209490538,.034013606607914,.0544217675924301,.1088435351848602,.1156462579965591,.2517006695270538,.3401360511779785,.1836734712123871,.1700680255889893,.2857142984867096,17400,22500,147,2906,.0505849965588438
1980,6,13,Attending college with insufficient data,32600,31800,.4819785670085852,.0030297467019409,.0229526255279779,.0558666922152042,.1360631585121155,.209190234541893,.2605122923851013,.2264506071805954,.1677836924791336,.1543793678283691,.3954278230667114,25900,31100,21784,393575,.0553490440195643
1980,6,14,Not in college between the ages of 19-22,32500,19100,.3605022475879552,.0005611425169486,.0071628191741168,.0195299608069452,.0568514401987702,.1275113897812796,.2179653612879216,.2770393715703991,.3206324419453276,.2981977345459169,.2885593057355576,12700,22600,90886,1352057,.0672205387790604
1980,7,1,Ivy Plus,37900,106900,.722101372473689,.1273408234119415,.3220973908901215,.4419475793838501,.584269642829895,.1273408234119415,.0936329588294029,.0898876413702965,.1048689112067223,.1048689112067223,.5243445634841919,73900,79400,267,17653,.0151249079476576
1980,7,2,Other elite schools (public and private),38000,76200,.6992012460810346,.0543382987380028,.2261174470186234,.3391761481761932,.5127081274986267,.1945661753416061,.1007887795567513,.0893952697515488,.1025416329503059,.0999123603105545,.496056079864502,58500,65200,1141,60703,.0187964351020543
1980,7,3,Highly selective public,38000,59700,.6692837230002988,.0191103797405958,.1327841877937317,.2467874735593796,.4194398820400238,.250411868095398,.1357495933771133,.1067545339465141,.0876441523432732,.0807248800992966,.5515650510787964,50600,54000,3035,126735,.0239476072118988
1980,7,4,Highly selective private,38000,62100,.6468370388684233,.0353982299566269,.1548672616481781,.258849561214447,.4225663840770721,.2101769894361496,.125,.1183628290891647,.1238938048481941,.1183628290891647,.5553097128868103,51000,56100,904,42920,.0210624417520969
1980,7,5,Selective public,37900,44800,.5865759994506372,.0082509834319353,.0576129704713821,.1271227151155472,.2664779722690582,.2682529091835022,.2052192240953445,.1451597362756729,.1148901432752609,.1049122139811516,.5226422548294067,38600,42200,20846,616241,.0338276745623871
1980,7,6,Selective private,37900,48100,.6024154596926618,.0121368877589703,.0750099495053291,.1520095467567444,.3141663372516632,.2433346658945084,.1874253898859024,.138081967830658,.1169916465878487,.1082371696829796,.5694389343261719,40800,45000,5026,149238,.0336777496348115
1980,7,7,Nonselective four-year public,38000,34000,.5113752797592341,.0039682541973889,.0238095242530108,.0608465597033501,.1661375612020493,.2391534447669983,.247883602976799,.194708988070488,.1521164029836655,.1402116417884827,.4526455104351044,29900,34700,3780,77371,.0488555143399982
1980,7,8,Nonselective four-year private not-for-profit,38000,34400,.504491081584297,.002877697814256,.0374100729823112,.0791366919875145,.1827338188886643,.2086330950260162,.2258992791175842,.2215827405452728,.1611510813236237,.149640291929245,.5366906523704529,29700,34400,695,17937,.0387467246473769
1980,7,9,Two-year (public and private not-for-profit),37900,32500,.4996753441040047,.0020452686585486,.0214412324130535,.0596195794641972,.1559176445007324,.2301268130540848,.2429779171943665,.2086174041032791,.1623602360486984,.1473616063594818,.4437892138957977,28500,33500,29336,614500,.0477396257119609
1980,7,10,Four-year for-profit,37900,34100,.5192288268644815,0,.02446642331779,.0666319653391838,.1764705926179886,.2337324321269989,.2550754845142365,.1900052130222321,.1447162926197052,.1322228014469147,.3690786063671112,30200,35100,1921,32980,.0582474226804124
1980,7,11,Two-year for-profit,37900,35000,.524426737908247,.0016155089251697,.0242326334118843,.0662358626723289,.1825525015592575,.2487883716821671,.2197092026472092,.2084006518125534,.1405492722988129,.1260096877813339,.3844911158084869,30700,35500,619,10584,.0584845049130763
1980,7,12,Less than two-year schools of any type,37900,24700,.4351006482956149,0,0,.04294478520751,.10429447889328,.1533742398023605,.2515337467193604,.3128834366798401,.1779141128063202,.1533742398023605,.4233128726482391,19100,24100,163,2906,.0560908465244322
1980,7,13,Attending college with insufficient data,37900,32200,.491386014370966,.003519220277667,.0261685624718666,.0609547011554241,.149386391043663,.2153492122888565,.2481952756643295,.2236960828304291,.1633730381727219,.1495668590068817,.4159899055957794,27000,32100,22164,393575,.0563145524995236
1980,7,14,Not in college between the ages of 19-22,37900,20200,.3706510281034983,.0006637709194834,.0072665447348178,.0205885437498906,.0623711771737181,.1369114827788997,.2220837724558243,.2689203791093092,.3097131779608729,.2880416535734804,.3067786205546217,13800,23600,85873,1352057,.0635128548574505
1980,8,1,Ivy Plus,43800,114000,.7415437801872136,.1428571492433548,.3474026024341583,.4545454680919647,.6103895902633667,.129870131611824,.0746753215789795,.0876623392105103,.0974025949835777,.094155840575695,.5194805264472961,72900,81100,308,17653,.0174474593553504
1980,8,2,Other elite schools (public and private),43800,75200,.6944032713922637,.0559936910867691,.2113564610481262,.3343848586082459,.4992113709449768,.2089905291795731,.1017350181937218,.0804416388273239,.1096214503049851,.1009463742375374,.5268138647079468,57700,64000,1268,60703,.0208885887023706
1980,8,3,Highly selective public,43800,61500,.6645641412924205,.0287421736866236,.133750706911087,.2509960234165192,.4120660126209259,.2492885589599609,.147125780582428,.095902107656002,.0956175327301025,.0879339799284935,.5893568396568298,48800,53200,3514,126735,.0277271471969069
1980,8,4,Highly selective private,43800,62200,.6734931423389928,.0266412943601608,.1446241736412048,.259752631187439,.4386298656463623,.2264509946107864,.1408182680606842,.108468122780323,.0856327340006828,.0789724066853523,.5594671964645386,51300,55600,1051,42920,.0244874184529357
1980,8,5,Selective public,43800,45500,.5923687242860168,.0092942453920841,.0608903355896473,.1301194280385971,.2747882604598999,.2732247412204742,.1987839341163635,.1389793753623962,.1142236664891243,.1037133559584618,.546406090259552,39600,43200,23025,616241,.0373636288400155
1980,8,6,Selective private,43800,47300,.6012398402851982,.0102536426857114,.0669185072183609,.1507465392351151,.3058103919029236,.2577801644802094,.1840258985757828,.1338370144367218,.1185465008020401,.1091923043131828,.580500066280365,41100,45100,5559,149238,.0372492260684276
1980,8,7,Nonselective four-year public,43800,33300,.5131588499841289,.0012147716479376,.0211370270699263,.0592808537185192,.1542759984731674,.2602040767669678,.2446549981832504,.190476194024086,.1503887325525284,.1367832869291306,.4774052500724793,30900,35000,4116,77371,.0531982267257758
1980,8,8,Nonselective four-year private not-for-profit,43900,32900,.5059858716493604,.0013717421097681,.0205761324614286,.0672153607010841,.1755829900503159,.229080930352211,.229080930352211,.2057613134384155,.1604938209056854,.1426611840724945,.5390946269035339,29500,34800,729,17937,.0406422478675364
1980,8,9,Two-year (public and private not-for-profit),43800,33200,.5035751942746439,.0019575217738748,.0241101440042257,.0636520832777023,.1611366719007492,.2326514571905136,.2399269193410873,.2046588957309723,.1616260409355164,.1488369107246399,.4585168361663818,28900,34000,30651,614500,.0498795768917819
