,total_students,lower_class,lower_middle_class,middle_class,upper-middle_class,upper_class,inventor,lower_class_inventor,lower-middle_class_inventor,middle_class_inventor,upper_middle_class_inventor,upper_class_inventor,top5citedinventors,total_patents,total_cites,type,tier,iclevel,region,multi,avg_students_per_cohort,frac_female_per_cohort,frac_married_per_cohort,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,k_rank,k_mean,k_median,k_median_nozero,k_0inc,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5,k_married_cond_parq1,k_married_cond_parq2,k_married_cond_parq3,k_married_cond_parq4,k_married_cond_parq5,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,hbcu,flagship,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
par_q1,0.15063688293613609,0.493745937424816,0.3584358795188905,0.22300625314710504,0.13494040286139805,-0.07901112603511234,-0.13544794433357119,-0.09069149095265985,-0.13735944068529643,-0.12265382036040764,-0.12137040316799237,-0.11181334192438926,-0.08274447689007201,-0.11401645394348976,-0.10225225803787667,,,,,0.16467549432788164,0.15495400005669416,-0.039405796368523274,-0.5361523586958521,0.6495464262323487,-0.008245012386489167,-0.4956213964605551,-0.6612665879703846,-0.8538816962121141,1.0,0.9109440924187753,0.6015993428389437,0.19084119115845385,-0.7236398002412361,-0.6227071535675298,-0.5547112216198095,-0.4519695684343209,-0.3782707641414566,-0.426847341657606,-0.37863330828956915,-0.3721919282856255,-0.37031344646526576,0.24553762403629842,0.25264255266277474,0.4213807515071442,0.4497565553212109,0.20421210306541862,-0.3929865686685176,-0.3815035293369794,-0.38866988590197965,-0.3690188276894566,-0.3497093491071154,-0.3888502007672391,-0.37442374285059715,-0.33905581619272007,-0.36622630284552626,0.14073808746682417,0.3602982520602348,0.28987801237104244,0.08316466894267921,-0.33025496117508574,0.1885903774386283,0.37226206932552197,0.34877034674233426,0.12253108171426588,-0.3402032580788342,0.2200978419642118,0.3219122880535768,0.3923446362281328,0.12236715324943279,-0.3346279921381788,0.1428562744815106,0.33522483706142703,0.362300733715138,0.13379600860606863,-0.29851363682559556,0.1910343828750595,0.31428393046894243,0.3762979333872509,0.22541565413768436,-0.3404889570936227,-0.3057969086232801,-0.3149006704034385,-0.3211720357127134,-0.31391657649321103,-0.35347841934247953,-0.4448296211107566,-0.415855216701133,-0.4271915906106661,-0.3650710329329739,-0.4175154242428451,0.3748876024153719,,-0.2666639772209694,-0.2560259981575034,0.2644189175747948,-0.030084730326887014,0.25838931598847376,0.21726897135819861,-0.43451116778049986,-0.42773320231596496,-0.6220344891543615,-0.5990990563467837,-0.20748036780506413,-0.20692004011003715,-0.12407561404990787,-0.17518391325164903,-0.36006058861907175,,-0.023490848629189494,-0.0011558547052606582,0.256991822865971,0.46889875140343057,0.3826725230665371,0.03051182822558968,-0.1676960326741089,0.07860671731961726,0.26390358684863424,0.18946729519670405,0.14354707779830325,0.007272760475877324,-0.23124986129129296,0.1774048078589342
par_q2,0.19704218114434457,0.4960964101840549,0.4165861482280983,0.3041026220448483,0.2180155839481484,-0.08643486418001868,-0.1741725653013415,-0.09878832097968686,-0.17231147091870685,-0.15393574339082552,-0.16232172698081554,-0.14718676195832434,-0.08904635377607113,-0.14701078016285846,-0.13866272983803743,,,,,0.19087136602742805,0.19449762254963854,-0.04378857246746776,-0.42573068985417434,0.45030740933461627,-0.18744958003208806,-0.6403523664869801,-0.8127245338433134,-0.9554682418921665,0.9109440924187753,1.0,0.8092453320669004,0.4310091205143616,-0.8845851812416738,-0.7960857339620806,-0.7186093066601359,-0.5970159654508411,-0.5107693537612422,-0.5454686137610253,-0.5395015061950997,-0.5131546127458753,-0.5261345343927022,0.21400207381416697,0.22758483925221565,0.5012217903308962,0.6179431522169471,0.39188933676241067,-0.5462667013296341,-0.5367031879844661,-0.5548895239994472,-0.5344664976124277,-0.4731996315950325,-0.5092538852779026,-0.48931212391240797,-0.44678188889182713,-0.4773503374369505,0.10864046926353177,0.4490497643424591,0.4583177878276841,0.22597356355794246,-0.48798539228968635,0.14206050490504446,0.4789968452348059,0.5066175839506166,0.29027576268453736,-0.49681419565375345,0.19353314467263258,0.38791478323098755,0.5611689136903638,0.30543885020747763,-0.4909535772208445,0.098532187270569,0.39421058765535677,0.5217982810722913,0.30630410063535674,-0.44169153503368636,0.1752236625951904,0.38375089340397117,0.5339849376093558,0.4060796329427966,-0.48612869808306325,-0.4514266733381471,-0.4606637374356947,-0.48827823067283593,-0.4801504101565315,-0.5165258156814735,-0.34286292398549456,-0.3054938490206777,-0.285490330825809,-0.23351612804544103,-0.31576475500563417,0.447491022326707,,-0.40398610746946967,-0.38576775524134127,0.33491524718572147,-0.02330051511702169,0.2950745927414373,0.2382407811973881,-0.5413017810146032,-0.5278927931293874,-0.769784869351009,-0.7439307012600763,-0.3786877606015604,-0.3711630829792544,-0.0704942828726769,-0.3794217950090939,-0.5027471174125447,,-0.1196147931307486,-0.09731783783352135,0.05941978621204482,0.5073177109601957,0.21452558147143902,-0.05403304005119299,-0.22987026937293562,0.16960903753299023,0.3473301153517288,0.13052755913061342,0.24181137063668556,-0.022845172473543226,-0.27139996877640793,0.20037668490935306
par_q3,0.23485026615770113,0.3897465390538196,0.4019629453930916,0.37277701253150425,0.31941329782639505,-0.06996558184591552,-0.18008810972602016,-0.11287153914321238,-0.18661152601414271,-0.14874402213232996,-0.16509252504288785,-0.15265047588887082,-0.09665607717783863,-0.14751747895355438,-0.14754731163147322,,,,,0.21108268105001093,0.22457504895877975,-0.07619567154415423,-0.05686421540350525,0.11563494280952273,-0.38684511974336555,-0.7813655501668882,-0.8960352126599943,-0.910429527283557,0.6015993428389437,0.8092453320669004,1.0,0.7946161223417915,-0.9648312707167013,-0.9276684437182772,-0.8599642900156833,-0.7509538595437426,-0.6755698958511127,-0.6257223443480221,-0.686967424530727,-0.6353929611515832,-0.6629473435330304,0.15837759344916286,0.17794619333132028,0.5181819575503895,0.7340844887326979,0.5995581370108817,-0.6703406620137662,-0.6761452986431297,-0.7138090357702865,-0.6967284099937499,-0.5824215575060154,-0.6075453717200527,-0.5857682686800393,-0.5348961289866562,-0.555025434017369,0.12000578074598664,0.5021796097552361,0.5926447756450484,0.34908002273495514,-0.6212213860388948,0.11863402738762342,0.5222110252846629,0.647611428825403,0.46760975034731694,-0.6376438787735956,0.16468873535611137,0.43223706619474117,0.6945089413082315,0.505558796113772,-0.6354380689954355,0.05389989004610365,0.39698861969399857,0.6386833425595687,0.5257380950844543,-0.5790331757646159,0.12089949670475121,0.40433259668229216,0.6615845797046118,0.5969580537256287,-0.6065317773815707,-0.5893200099477017,-0.5838619176796331,-0.6417531242624271,-0.6470049186457577,-0.6822561545931459,-0.04182583566187836,0.07170397267339355,0.08724668686554357,0.1310636242082552,0.0142896444030171,0.5030043323639738,,-0.5334940577582892,-0.5043672925720071,0.1259469588522277,0.003903787113772484,0.3019222860703896,0.23088199846761162,-0.6265371786251602,-0.6068484185863816,-0.8301521269316284,-0.8010208668016201,-0.5838819901862387,-0.575964068724602,-0.042343509174550396,-0.6468807087543451,-0.626712595973709,,-0.23286805861326038,-0.21645538527103333,-0.19077610087392974,0.2222650551879366,-0.06996159339720522,-0.11782541666511433,-0.260735809278814,0.19031958391968723,0.4199319295424143,0.0714373285604917,0.32580992571310463,-0.00965090670315447,-0.31522098852732694,0.20140619902649798
par_q4,0.20369419778847137,0.178143507510673,0.25318757302165834,0.3000637286162004,0.3232233432376446,-0.007205883309130717,-0.11102284747541176,-0.015644456116715284,-0.11071778766305396,-0.08028596187566263,-0.0878653674924149,-0.10154064335212429,-0.060839495995353536,-0.10251611397858135,-0.11776660583195053,,,,,0.1261081656310686,0.1893144147107826,-0.10543025535315306,0.29971756534577404,-0.17596165615018527,-0.5131753172668181,-0.8183199442479091,-0.7932528747529544,-0.6443919416173544,0.19084119115845385,0.4310091205143616,0.7946161223417915,1.0,-0.7905035474397859,-0.8683019981511078,-0.8673089036863698,-0.8206894197379602,-0.7691411451600368,-0.48468469532942704,-0.6727057362902322,-0.556495030679505,-0.6015743742211418,-0.007100922435409289,0.015055624139832536,0.31325686148676685,0.5999756618425203,0.6786895345710254,-0.5775880736361967,-0.620931958652434,-0.7018196442140238,-0.7317752393940338,-0.47906185824913794,-0.4842887356518954,-0.4829684822725117,-0.4193873898437419,-0.4314202751102619,-0.02385952028030404,0.4087801991224687,0.5409795022964713,0.44491389570146045,-0.5654561349879812,-0.02086600280183574,0.36678037749140496,0.5839011752435115,0.5603058437440015,-0.5778014207329337,0.05708565491943786,0.2864061065846047,0.5955011886962371,0.6004854642338376,-0.5782871640423345,-0.05920387936698481,0.21411501943180972,0.5156765085344849,0.6166581434439695,-0.513522352502759,-0.013494898693808193,0.22664614659484777,0.5526496493559512,0.6598975578263357,-0.5281239839367179,-0.6161608590647949,-0.6381342366872662,-0.6896005211509785,-0.6906489269685607,-0.7231536888498122,0.20234500702823927,0.335445267922754,0.4221632128123544,0.45607909075574327,0.3389752551927428,0.510345151983976,,-0.5782386272493586,-0.5468348201399832,-0.04634216805464316,0.050932065752526866,0.22436498105906422,0.17030353650264848,-0.6354936667665687,-0.6257476780932286,-0.7142417196297637,-0.6977907968948467,-0.6601142688123056,-0.6384591142177409,-0.01314938991658516,-0.714301930280978,-0.5581727215500515,,-0.2958590857522897,-0.2726023245221977,-0.37846987534020293,0.025159195474493214,-0.2908244586749246,-0.2473893194239116,-0.2845211763447099,0.2554386249545291,0.3769088455360672,-0.035293771355795686,0.3490552901231361,0.0026441303992870003,-0.2769394295528325,0.08824816001690196
par_q5,-0.23725330493341532,-0.43063359821613073,-0.4122976343866041,-0.3615489020451905,-0.3118247766854973,0.06473026599196909,0.17482351916564073,0.0869161137301589,0.17660295675104357,0.1450187614669047,0.15488960393713344,0.15031611406934267,0.09537842181817902,0.1495933267096943,0.15072868691513344,,,,,-0.20110088423373185,-0.22878780786009534,0.08491647921979589,0.13313987816638806,-0.23136459261537498,0.37029370743921214,0.8392436378681989,0.947145212978525,0.9742561795784682,-0.7236398002412361,-0.8845851812416738,-0.9648312707167013,-0.7905035474397859,1.0,0.9730997320023116,0.9163476816060651,0.8096461664286156,0.7271090532483986,0.620519145649369,0.7004651761421286,0.6307804252825627,0.6598530151309474,-0.15713237766254268,-0.17696142342106932,-0.5076821179741312,-0.7230152931204946,-0.5979725887874034,0.6631193358023563,0.6767645741750083,0.726359749311739,0.7231074434280252,0.5686732172556335,0.5966997324218968,0.5810467424823342,0.5214454002527396,0.546494612605021,-0.0873733554001998,-0.5127487386872075,-0.5787269600290723,-0.3591253030857001,0.6139199303204474,-0.10776005603031548,-0.5129966069146774,-0.6382510952786707,-0.4662197199096623,0.6283100226342339,-0.17307835419189702,-0.41865591352153586,-0.6812954888771762,-0.49747563173972464,0.6250215165308314,-0.05129944684948767,-0.38428786962569605,-0.6158556036846056,-0.5127025870405238,0.5613163657492001,-0.12075732870809112,-0.38395120820274264,-0.6436727197192521,-0.5983413579230408,0.5966161692748608,0.6089452101754818,0.6204263529556573,0.666904961646907,0.6651081465125543,0.7070815411743658,0.12425863107644536,0.021249944169935444,-0.020307459521010762,-0.0746324538685878,0.04032550866460283,-0.5557072212464704,,0.5557654330009825,0.5273901087936185,-0.168501780658998,-0.008221088270946116,-0.31591522593433297,-0.24884729976236464,0.6805612726157332,0.6656871764549491,0.8759804156892605,0.8486847922237059,0.5831429982926601,0.5701120831411025,0.06451568115966391,0.6164293732225017,0.623323786649764,,0.22372931904040314,0.19868966614551406,0.13291782066301003,-0.31744630835307586,-0.007542473755957008,0.14034842601291317,0.28939346830148005,-0.22069288491221217,-0.4266552729395663,-0.0849502462988443,-0.33218600383240426,0.00636638666848056,0.32817620625549354,-0.18870147928433337
par_top10pc,-0.24115330820020126,-0.37967480467062953,-0.37665819544685863,-0.3458969435450769,-0.322878635424984,0.02716586518033965,0.15687149728679609,0.0674701496935384,0.1586667505369383,0.12423770902563974,0.13625784782243439,0.13500240688504295,0.08121825429391342,0.1310255657478765,0.1307319279841939,,,,,-0.17194872637219058,-0.23114761752267032,0.08674549948220851,0.04286427307750456,-0.1720000407392285,0.4285949378707743,0.9170953317017352,0.9675061611122496,0.9266468149521446,-0.6227071535675298,-0.7960857339620806,-0.9276684437182772,-0.8683019981511078,0.9730997320023116,1.0,0.9798691691612494,0.903644575593502,0.8268900006828677,0.5844477879015444,0.73141900005884,0.6211433371009222,0.6588312841383528,-0.1020990634345248,-0.12284408550690447,-0.44449250390446254,-0.6845917704651208,-0.6396005702164359,0.6422087568890493,0.6780873040651275,0.753506390956227,0.7810639610633404,0.538244180284786,0.5631360330178004,0.5526467418799004,0.4938407857957824,0.5143084426686011,-0.024224947931913123,-0.48299410073891647,-0.5712824712002895,-0.4045788155072612,0.601730303314226,-0.056157949634281695,-0.4676314105728086,-0.6187895085824855,-0.5104954908974916,0.615535234256865,-0.13257144812900792,-0.37533002358479955,-0.6513778012742564,-0.5371781491401002,0.6111780238811972,-0.01708953773112382,-0.3304836119859084,-0.5782026589350645,-0.5520992681699535,0.5474058224477981,-0.07287338621527123,-0.3267927130412075,-0.6125485120862952,-0.6339551130744221,0.578655086938566,0.654520501396773,0.6748435455758194,0.7244245215612672,0.7232609621063142,0.7659160304101841,0.058213167490514126,-0.051605766331164704,-0.10672473467287757,-0.1611770202725208,-0.042482254864311994,-0.604540934627111,,0.6118953393892606,0.5838957440631359,-0.12594472427047793,-0.03184336629486245,-0.3127959626050193,-0.24871589270333574,0.7328631074825841,0.7274421220677294,0.8642482304187544,0.8501968486463102,0.6262503755959303,0.6001997324400739,0.04578109954281982,0.6705781001136885,0.6169639444445478,,0.25464924058695176,0.2218711784956354,0.17024606342467508,-0.2668864954237829,0.03584920982022288,0.1871360869859049,0.313059024803572,-0.2506848178168185,-0.4270270765894709,-0.05880205430387622,-0.3545528719520695,-0.007805197007476713,0.3406660151167641,-0.15741332294081614
par_top5pc,-0.24442911110712173,-0.3465194861075803,-0.3466541090536994,-0.3248360424052418,-0.31973355544390675,-0.016437872149244453,0.12312181613450489,0.04648669060994763,0.12430556833425448,0.08709694188253576,0.10631306002414055,0.10415487046224195,0.058555842148389436,0.09857712227387756,0.10097699764489466,,,,,-0.14494927112770087,-0.23468812999938168,0.09061875795075908,0.002641303463756096,-0.16932388905897525,0.4382276153926894,0.9607301189008948,0.9601151837277692,0.8679665853011492,-0.5547112216198095,-0.7186093066601359,-0.8599642900156833,-0.8673089036863698,0.9163476816060651,0.9798691691612494,1.0,0.9626409884845926,0.8949857939374457,0.5224254432844676,0.7236887522049579,0.5765729446348837,0.6187068674445573,-0.059051759691029604,-0.0792212988636144,-0.37036725850444263,-0.6137004881141301,-0.6220330025196649,0.5839744840420517,0.6363952634086809,0.7329109925988448,0.7954377581672848,0.4737160939199957,0.5004747630979922,0.4955470088414002,0.4421903964863892,0.45711650228694584,0.03311252146809033,-0.42876968599471443,-0.5223337751219114,-0.40008892457532774,0.5431993329339053,-0.010767398663769934,-0.40391838424892723,-0.5626959918326111,-0.5029805632781565,0.5617541608786599,-0.09402404385992079,-0.32080803638662625,-0.5885017179440228,-0.5196109599744352,0.5569524836740293,0.002245372867106645,-0.27100497536508417,-0.5104785414999278,-0.5359007442922498,0.49805931313297336,-0.03489710312141154,-0.25971199727442784,-0.5484846866907664,-0.6131954125636114,0.5242749635219763,0.6633198998202027,0.6931568932771123,0.7393810581524386,0.7370006006631549,0.7803033495288871,0.0203718436876325,-0.08571675471018583,-0.13766544370865633,-0.18917576048404802,-0.07524762623487592,-0.6276100557311148,,0.62879590411918,0.6075787735552435,-0.10069851341341991,-0.056805087190445885,-0.3100043279613947,-0.25000889330477,0.7508301358536504,0.7564422070152451,0.8159461495719703,0.8146313632699426,0.6173963838592383,0.5799595331330067,0.032379503408901195,0.6723239028841292,0.5744174171021955,,0.259819224958484,0.21705243079297787,0.15502863222454216,-0.22549582723489808,0.0349221276294354,0.21345584400889014,0.32373444031460624,-0.2565492992164468,-0.39998825837252133,-0.04418314523026282,-0.34252188513185255,-0.04158567546697686,0.35368347443631143,-0.13209114339730937
par_top1pc,-0.23577658339076,-0.29779186931786644,-0.3021539446287233,-0.290139573024756,-0.2996508128147828,-0.05771431472251775,0.07100336702427804,0.011137605337061771,0.07686406715812719,0.03641715003141979,0.05882793755456818,0.05479411658911832,0.018853307286965687,0.053850741020028715,0.06788616608574889,,,,,-0.11309035139083291,-0.22719741022398035,0.08326238942026117,-0.0411240089245628,-0.14503656158475559,0.433624951358695,0.9856014540904862,0.9163037227748828,0.7608168510443976,-0.4519695684343209,-0.5970159654508411,-0.7509538595437426,-0.8206894197379602,0.8096461664286156,0.903644575593502,0.9626409884845926,1.0,0.9637035703603068,0.4448016670763064,0.6902960657436079,0.5145664080459086,0.5591350393613082,-0.01916100729938604,-0.037413381640940414,-0.2926264647722303,-0.5212187395463437,-0.5770546703069228,0.5059728568304318,0.5710058429935098,0.6824558834497096,0.7801893890686448,0.40523803535373626,0.421529807348592,0.4279668211606543,0.37653246222377124,0.3885808275993467,0.06363309836375398,-0.3545846667626357,-0.45807191991401947,-0.3729599821073253,0.4686205993130936,0.022218444037115544,-0.32951629431130625,-0.4848529221450798,-0.4741587479910428,0.48956582509081914,-0.06368863001362908,-0.2654394891861025,-0.5062958629228976,-0.47586964023323725,0.4854595993085898,0.01976029767927056,-0.21142484852550408,-0.42520986941122324,-0.49612909866874516,0.431684507688324,0.0007539217127061065,-0.19792200151955297,-0.46833467189107736,-0.5662719379515889,0.45465356845477306,0.6562430776955933,0.6763701431770581,0.7275772111598294,0.7228553570127841,0.7653780274272581,-0.01885378414458051,-0.11814363376319569,-0.17247955004794896,-0.21502130076088202,-0.10510571098947191,-0.6004322566414511,,0.6039911322059858,0.6020824115486094,-0.07070842381645691,-0.09549701200691595,-0.2894194162839473,-0.2319286550768745,0.716583282476147,0.7366537501705193,0.7110266734082485,0.7187149521138926,0.5839945408990391,0.5398741840153365,0.0008915359993841302,0.6477463998754407,0.5127352070467701,,0.26058481815813317,0.20631869920131676,0.1300125893245556,-0.16163023970812748,0.0453447615746245,0.2146720661322948,0.298334272033941,-0.2387190319411719,-0.35564288525544624,-0.027160343125907708,-0.2932990987110898,-0.07979280441850904,0.36562516344861495,-0.11326005365612767
par_toppt1pc,-0.21248290692826288,-0.25658185758251695,-0.2653602460920098,-0.259035620185246,-0.27335218385002846,-0.05642072583669303,0.059906372999330645,0.006940458722573839,0.06780675231232211,0.022810179222466778,0.05000484107125986,0.04472543987747681,0.007710695869532354,0.06416561410485463,0.08739493393409056,,,,,-0.0961197396419654,-0.20365652462934822,0.07220600430135989,-0.09024426067356704,-0.0986533425464325,0.4324010867559086,0.971792517575094,0.853947396071197,0.6757097287800663,-0.3782707641414566,-0.5107693537612422,-0.6755698958511127,-0.7691411451600368,0.7271090532483986,0.8268900006828677,0.8949857939374457,0.9637035703603068,1.0,0.4154667634923576,0.679338588427954,0.4968860569977759,0.5418532358413456,-0.011284675480068007,-0.02904811611615256,-0.2649857720931343,-0.48395831926551275,-0.554926485197985,0.4753299882458334,0.541612837933263,0.6526205846820899,0.7616065466648285,0.3775438740230321,0.3976965915736755,0.40103428644138556,0.3571626501931957,0.3655031326985727,0.08322835071251748,-0.3137505787456554,-0.4346867163758049,-0.38034699029823765,0.4413954365965664,0.04375370982020541,-0.3164643574039831,-0.46129547173038504,-0.468797132290937,0.4693655979597309,-0.044553835218081254,-0.24285432697430867,-0.4792315107165933,-0.46970386639836675,0.4624435713219222,0.019377282970016344,-0.19355618452576087,-0.4042935659954774,-0.4813713295779268,0.4131603025685846,0.00032137245531744764,-0.18051834989645257,-0.4369868466841476,-0.5395916798792154,0.4284766671045329,0.6356018845215394,0.6589581401163708,0.7165894724256235,0.7139287891769859,0.7467949912610841,-0.04988002258609341,-0.1602450530274155,-0.2176743761700011,-0.25382497705210977,-0.14358996907520932,-0.5486097408278736,,0.5636466475639527,0.5775583172953676,-0.05804459413219886,-0.11411854719430993,-0.256099697357221,-0.19167354065482364,0.6612288036980142,0.6872887977369101,0.6332947990807195,0.6451139527964941,0.588137911136992,0.5344965616984302,-0.020508270411268754,0.6149538653548537,0.506667358461645,,0.2857926811573519,0.22883031831648598,0.1459727676097499,-0.12445602849134377,0.07801811539594981,0.2360868341968494,0.2530108973375225,-0.20423759214877565,-0.3388768934103624,0.002211615491331803,-0.25550958940017393,-0.09078821199077236,0.3533782442001257,-0.09910666758568099
k_rank,-0.20078062662397134,-0.30010310761244086,-0.3076005280189241,-0.281770219177389,-0.2551886709651436,0.0020957564618257515,0.47839948842968416,0.31185289060371635,0.47644142807161305,0.4646980913690808,0.45491936720307286,0.4489199415966766,0.2196034586418076,0.3009609156102501,0.19778921715068828,,,,,-0.1561068325807945,-0.18579020602046709,-0.3869570687184569,0.15442231848255722,0.2307941906092491,0.4956320487612658,0.4773466156266187,0.5851157980040007,0.5956673646141127,-0.426847341657606,-0.5454686137610253,-0.6257223443480221,-0.48468469532942704,0.620519145649369,0.5844477879015444,0.5224254432844676,0.4448016670763064,0.4154667634923576,1.0,0.8323006550440416,0.962966250891754,0.9342200994372845,-0.6506322497650715,-0.6753194773477565,-0.9401659893631809,-0.8988791432160195,-0.7053702662351903,0.9698070197421399,0.9348317278048541,0.8716783258191743,0.7044908924299957,0.9002611510135123,0.9475844485055861,0.974866547651904,0.9751409203234341,0.9843155975087984,-0.40932223684600805,-0.7400909480145326,-0.7358688947283395,-0.41694662749832434,0.8749603074607659,-0.5007506838886983,-0.8130481083481884,-0.8001871936162109,-0.604626446526462,0.9216133303117855,-0.5905751821996588,-0.8460842931429737,-0.8392726628799154,-0.615372287599081,0.9433955301962921,-0.5467066678696653,-0.874082229366796,-0.8653490097604726,-0.6775523600318117,0.9430417810909011,-0.6271208243981365,-0.8874078372033118,-0.9012699987009148,-0.7139164739163135,0.9671568537665833,0.5923667223237296,0.6380224516326418,0.6676891755252041,0.6757152503914022,0.7106254603746088,0.21479501215843286,0.12005649154932524,0.0499137656776621,-0.007434426149828473,0.09345791114876857,-0.3967147798705374,,0.4826226123797158,0.45307144640327723,-0.09767187136085619,-0.024734005709576918,-0.26011881655814734,-0.1823252516920364,0.5314841141649684,0.5120980836033543,0.6864449377010321,0.6647737533999161,0.6112575533683198,0.6238729393331509,0.04848381427681377,0.570566361471077,0.898102999809163,,0.24404231511884097,0.22992493206649364,0.28502700270537357,-0.21502100846789152,0.07132201090219345,0.1836146568777383,-0.18632541863075947,-0.10796065768597964,-0.3217179012160772,-0.280409821704519,-0.27412887234934374,0.46520360350156514,-0.0031392906798610068,-0.0594592638654465
k_mean,-0.1896940367193112,-0.2639418585429022,-0.281511114927757,-0.26989961827129555,-0.2635436835759233,0.013398579694376146,0.49272728240308705,0.2734892143393548,0.47183362967644543,0.45070106516772174,0.46360078703823515,0.47007164345164587,0.2790724366048562,0.3836338187910019,0.28620672025816046,,,,,-0.13562068784805897,-0.17291709487391282,-0.2656086401761341,0.02283408542994512,0.1598806482668337,0.6701097594653206,0.722245671773653,0.7399628447765504,0.6478153720067523,-0.37863330828956915,-0.5395015061950997,-0.686967424530727,-0.6727057362902322,0.7004651761421286,0.73141900005884,0.7236887522049579,0.6902960657436079,0.679338588427954,0.8323006550440416,1.0,0.9137572444927324,0.933341908077982,-0.3545647965013297,-0.378280958430049,-0.700081708621386,-0.7972695133535773,-0.7923553565195409,0.857484339041484,0.9064266183475205,0.9600811305119633,0.9575737001017375,0.746085433835199,0.7922587667679808,0.8001737302873336,0.789168646212918,0.8096110552353513,-0.16414120644896174,-0.601115133164745,-0.6723139402442257,-0.5558201456484737,0.7882556040476005,-0.22495967901761352,-0.6547569919139363,-0.7381303253160879,-0.6975968727227806,0.8328612126912899,-0.3104724140049863,-0.6272052062307195,-0.7534775814583391,-0.7134525205417547,0.8353100567209657,-0.25728136623870795,-0.6294389576587697,-0.7456086565752944,-0.7384758591782331,0.8143011533014994,-0.3551460025235189,-0.6375974138349763,-0.789044530470353,-0.7804868125224314,0.8406961413465016,0.8016977502428592,0.8808749820103471,0.9199607201751336,0.9320498294042542,0.9548076363691916,0.08099051637382543,-0.0416191273314988,-0.08238493999851944,-0.15523872211660825,-0.029889958980412763,-0.4715083247064556,,0.7081817256277146,0.6856633142468662,-0.07761916514551433,-0.03696945618342999,-0.24347573232895994,-0.14385459188167615,0.6059117684611769,0.6124482003113013,0.7281868841375362,0.7263056850172591,0.7900017595781946,0.7771951078517698,-0.07161948870395182,0.7302735567477274,0.8936795562705597,,0.43989395522865726,0.40555006674517274,0.3433167707066936,-0.165321700367092,0.11768848503261059,0.26891394007896147,-0.035037297038969996,-0.18211021780995768,-0.33904188638697935,-0.1496942615813031,-0.29896406256037245,0.3381782165599825,0.0784042907531063,-0.09087878514587691
