college_name,total_students,lower_class,lower_middle_class,middle_class,upper-middle_class,upper_class,inventor,lower_class_inventor,lower-middle_class_inventor,middle_class_inventor,upper_middle_class_inventor,upper_class_inventor,top5citedinventors,total_patents,total_cites,tier,region,count,female,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,k_mean,k_median,k_median_nozero,k_0inc,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5,k_married_cond_parq1,k_married_cond_parq2,k_married_cond_parq3,k_married_cond_parq4,k_married_cond_parq5,barrons,exp_instr_pc_2000,exp_instr_pc_2013,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
University Of Rhode Island,9704,496,929,1424,2409,4446,0.0049464,0.0,0.0010764,0.0049157,0.0058115,0.005848,0.0002084,66,84,5,1.0,1954.0,0.55134767,0.015883412,0.0,139786.2825827363,105900,0.046992503,0.093326107,0.14824849,0.24183902,0.46959391,0.25660366,0.12311371,0.017448971,0.00087856525,60249.74898045675,53400,56100,0.064576626,0.073229507,0.0894095,0.134262,0.22982895,0.47327006,0.25319707,0.13097227,0.021815607,0.64681906,0.64049095,0.6805616,0.69843549,0.71274561,0.091757134,0.11221264,0.15624781,0.30178356,0.33799887,0.092965819,0.11363412,0.17988387,0.23500927,0.37850699,0.071520507,0.087107196,0.17724736,0.21700159,0.44712335,0.060889535,0.093360431,0.13314664,0.2481975,0.46440592,0.074347645,0.081005342,0.1099992,0.21618871,0.51845908,0.0,0.0089680068,0.013941904,0.018855035,0.030562382,0.41352308,0.48474893,0.5571298,0.6001392,0.60308993,4,4648.769,6448.6836,13354,14362.0,12506.0,5154.0,0.6343656343656343,0.5764145954521416,9144.0,70454.98341625207,11660.0,0.2129,48200.0,Medium Endowment,106765614.0,71759880.0,0.035690803,0.038978115,0.037944961,0.0056353901,6.7193675,28.176172,9.7684927,1.2987013,1.4680971,19.875776,32.693394,0.0
Clemson University,13325,440,915,1635,3008,7327,0.0087805,0.0022727,0.0120219,0.0103976,0.0106383,0.007643,0.0004422,169,179,3,3.0,2862.666666666667,0.47578016,0.012014057,0.00024017456,167040.6806954471,120200,0.031747334,0.066345565,0.11962822,0.22191879,0.56036019,0.33743089,0.17781831,0.030593092,0.0023456202,62756.05670703307,52300,56100,0.08032614,0.087424845,0.082709014,0.12168007,0.24276069,0.46542546,0.27572742,0.14622211,0.030880744,0.6639626,0.6645599,0.66878468,0.67883503,0.70727885,0.077422433,0.087091267,0.18071438,0.27634466,0.3784273,0.091660909,0.10116316,0.13220859,0.28104782,0.39391956,0.10144714,0.08233352,0.1322207,0.26500642,0.41899216,0.08021111,0.088928051,0.12713321,0.28354821,0.42017943,0.087353289,0.077893034,0.11267903,0.21542265,0.50665194,0.0075651882,0.01945439,0.02031135,0.018601598,0.040673841,0.4925833,0.58626777,0.63784611,0.68663603,0.7115494,2,5960.3364,10246.718,16931,17465.0,13446.0,7180.0,0.8253145817912657,0.7167060677698975,9907.0,66960.08636363636,7815.0,0.42129999,49400.0,Medium Endowment,193290461.0,104528936.0,0.014076496,0.073723875,0.0093843313,0.0092421444,9.240407,19.733751,5.7948318,3.9154267,0.0,38.488647,22.826939,0.0
College Of Charleston,8848,458,675,1156,1802,4757,0.0023734,0.0043668,0.0,0.0017301,0.0011099,0.0031532,0.0002057,23,178,5,3.0,1878.666666666667,0.64691269,0.0095318928,0.00037772534,208335.5537393542,119500,0.042147186,0.076594882,0.12889944,0.21106282,0.54129571,0.36992398,0.22850154,0.052666549,0.0063612023,49113.89119125377,39900,43900,0.11105725,0.12511639,0.13421948,0.17079924,0.26398933,0.3058756,0.16450351,0.092166357,0.022059664,0.57322562,0.58772606,0.59855652,0.60516632,0.6018818,0.12134736,0.14876087,0.23959139,0.26414308,0.22615728,0.13192916,0.13368681,0.19156212,0.27201635,0.27080554,0.11170416,0.13668066,0.19352458,0.29669848,0.26139215,0.12186521,0.12109299,0.17693911,0.27744323,0.30265948,0.12890741,0.13769482,0.15469915,0.24980645,0.32889217,0.0089620538,0.011266783,0.022166779,0.013400103,0.027957752,0.48315439,0.47707227,0.52203184,0.59283894,0.5867492,3,3365.7158,6164.5435,10488,11129.0,10981.0,3630.0,0.6448326055312955,0.5388323513658275,7747.0,50534.87643020595,11439.0,0.2969,39700.0,Medium Endowment,69969427.0,42412968.0,0.01374359,0.078461535,0.012923077,0.028205128,16.065575,16.557377,0.054644808,1.2021858,0.0,17.15847,48.961746,0.0
Furman University,3049,74,164,288,545,1978,0.0039357,0.0,0.0,0.0034722,0.0055046,0.0040445,2.32e-05,30,128,4,3.0,638.0,0.56217349,0.0069198092,0.00037967076,290693.5642143417,156700,0.022132641,0.047351703,0.089136332,0.15923896,0.68214035,0.51288402,0.35714242,0.10985211,0.011583134,61112.92317912421,48100,52600,0.10836627,0.11799438,0.10472104,0.12753864,0.23003666,0.41970924,0.25259012,0.14949955,0.046911817,0.67859942,0.63757098,0.60424465,0.63985646,0.66916865,0.094629176,0.091315247,0.22895914,0.27244473,0.31265175,0.095219232,0.1368809,0.17370303,0.21974581,0.37445098,0.11743781,0.15192151,0.13653591,0.2901018,0.30400297,0.12557979,0.10131349,0.14967547,0.21875146,0.40467972,0.11863545,0.097551286,0.11470009,0.22416067,0.44495249,0.017154336,0.010743277,0.03634559,0.04660356,0.051840682,0.70731276,0.64111739,0.72477734,0.64902133,0.70369297,2,8390.4287,16330.452,2797,3272.0,44668.0,19156.0,0.8426323319027181,0.8176470588235295,8957.0,62158.25352112675,13167.0,0.3603,47500.0,Community College,47719266.0,25695720.0,0.016134815,0.057009682,0.011832198,0.011473646,19.565218,15.83851,0.0,4.347826,0.0,13.664596,46.583851,0.0
Christian Brothers University,1058,100,153,141,242,422,0.0113422,0.02,0.0,0.0070922,0.0123967,0.014218,0.0,21,0,6,3.0,232.3333333333333,0.49784791,0.02648765,0.0028115672,144483.7003676471,97600,0.065602966,0.12154903,0.15170237,0.26956305,0.39158261,0.22909066,0.12872165,0.021787895,0.0043652686,60216.39866727941,52000,53700,0.074257858,0.082986563,0.091692917,0.13729069,0.24140276,0.44662708,0.25541154,0.14491375,0.03073496,0.64795744,0.71569794,0.67886043,0.7025103,0.67697108,0.097489871,0.16478787,0.086437806,0.2475276,0.40375692,0.075003862,0.083032534,0.18726271,0.21447016,0.4402307,0.093804836,0.10209998,0.13684997,0.26518133,0.40206385,0.060421649,0.081424624,0.13836053,0.26819095,0.45160222,0.094377093,0.085172176,0.12973292,0.2210838,0.46963397,0.042857319,0.011441986,0.038097516,0.02639544,0.034827676,0.41684556,0.44626686,0.65388227,0.6035521,0.58848208,3,5489.9414,6457.3213,1168,2167.0,29190.0,14330.0,0.5667752442996743,0.5091463414634146,5988.0,44434.45631067961,6032.0,0.5255,45300.0,Community College,10336458.0,9349500.0,0.029582366,0.2412993,0.016821345,0.055104408,5.818182,50.18182,0.0,0.0,0.0,28.0,16.0,0.0
University Of Memphis ,10416,1116,1695,1891,2548,3166,0.0022081,0.0008961,0.00059,0.0026441,0.0023548,0.0031586,9.13e-05,45,63,5,3.0,2223.0,0.57744789,0.012482209,0.00015977857,105277.8992376106,83000,0.10180609,0.15564367,0.18038303,0.24701527,0.31515202,0.154882,0.070566155,0.010609661,0.00061264826,42918.67639626912,36100,39100,0.10257734,0.11304088,0.15718164,0.21889189,0.2735098,0.23737589,0.10589013,0.050791312,0.0090200705,0.51874191,0.54700392,0.56187034,0.58734721,0.60014641,0.11703884,0.19875953,0.27789024,0.28370371,0.12260769,0.11813322,0.17649086,0.24849549,0.29897034,0.15791012,0.12377328,0.15919152,0.23710777,0.26948482,0.21044253,0.10211419,0.15192743,0.20994344,0.27668202,0.25933298,0.11165582,0.13718198,0.18180035,0.25745997,0.31190184,0.0015694402,0.0065912069,0.0075665368,0.0059866579,0.015835982,0.27344966,0.33090115,0.47497302,0.54612726,0.58750319,4,4266.2324,6705.3403,17223,19986.0,8619.0,3087.0,0.4319880418535127,0.3366645846346034,8304.0,55183.05489260142,9352.0,0.3159,37000.0,Large Endowment,134374014.0,90035304.0,0.026412133,0.3378661,0.012094665,0.013990586,13.752556,25.817995,5.981595,19.478527,4.2433538,12.423313,18.302658,0.0
Middle Tennessee State University,15162,1014,1881,2929,4470,4868,0.0012531,0.0009862,0.0015949,0.0010242,0.0013423,0.0012325,6.52e-05,13,9,5,3.0,3078.333333333334,0.54033566,0.011028236,0.00022427327,107327.1956238156,89100,0.064635821,0.11678813,0.19106962,0.29631668,0.33118981,0.15376963,0.067939952,0.0088483533,0.00054655713,41776.87994255888,37100,40000,0.10017971,0.11095935,0.14681968,0.20619857,0.29647663,0.23954584,0.11634566,0.054996427,0.0077192844,0.53900826,0.5504145,0.56107169,0.60049176,0.59837449,0.13974686,0.17097378,0.22223291,0.29642528,0.17062111,0.12264259,0.17128563,0.22377299,0.3000184,0.18228036,0.120858,0.16335875,0.22004603,0.28585947,0.20987774,0.097105592,0.13741279,0.20190799,0.31024396,0.25332969,0.1079055,0.1323529,0.19272186,0.28904524,0.27797455,0.0034697985,0.0045820111,0.0080014179,0.0070186164,0.010119048,0.46017236,0.47862414,0.59823632,0.63494557,0.62072861,3,3731.7122,5610.043,21162,19121.0,7876.0,2808.0,0.4564547745729487,0.39322191272052,7029.0,53157.41617647059,6233.0,0.30039999,36100.0,Small Endowment,138944343.0,78311048.0,0.015944801,0.11062793,0.012639879,0.0082333162,15.283484,21.528349,2.5472474,16.639277,5.0534101,12.85949,23.911257,2.1774857
Tennessee Technological University,6146,575,924,1405,1744,1498,0.0060202,0.0034783,0.0021645,0.0085409,0.0063073,0.0066756,0.0001679,37,23,5,3.0,1298.666666666667,0.45995894,0.023016704,0.0,94952.48829328157,78400,0.095024854,0.14177652,0.22071144,0.28195673,0.26053047,0.10631891,0.042924114,0.0079724584,0.00073815061,46453.59313237936,39700,42400,0.095551543,0.10456684,0.12363718,0.19395083,0.26828283,0.30956236,0.16868888,0.074499734,0.0091748703,0.56616461,0.56726921,0.60929906,0.62175143,0.64730448,0.12957165,0.16047803,0.24492119,0.22281143,0.24221773,0.11891475,0.15677446,0.25380799,0.24645884,0.22404398,0.10929111,0.12436612,0.18260945,0.29243129,0.29130197,0.090926498,0.11794486,0.18783529,0.29449522,0.30879816,0.098398708,0.09771014,0.15901329,0.24791826,0.39695966,0.0,0.0050823255,0.0033672885,0.0090844054,0.019766238,0.61402333,0.63131809,0.68083125,0.70683581,0.70248812,4,3987.2144,5166.71,10052,8410.0,7679.0,2667.0,0.5063674954517889,0.4844444444444445,7551.0,53529.17728531856,7873.0,0.068400003,37700.0,Medium Endowment,53454309.0,36343152.0,0.012361838,0.037376381,0.0081442697,0.0063990694,2.9560812,25.506758,2.8716216,14.358109,2.8716216,32.347973,19.087837,0.0
Vanderbilt University,6817,263,356,580,840,4778,0.0129089,0.0038023,0.008427,0.0137931,0.0130952,0.013604,0.0002926,132,390,2,3.0,1458.0,0.53726566,0.014718471,0.0032208243,535431.0615712163,197900,0.024821995,0.051126383,0.093465075,0.12394075,0.70664579,0.60000283,0.48275676,0.21908806,0.029290847,97621.93062700045,72800,79200,0.09436205,0.1025959,0.073358491,0.072832748,0.13785817,0.61335468,0.4715246,0.33388224,0.12227267,0.74280268,0.74688798,0.73218298,0.72004312,0.74922436,0.092674419,0.078130692,0.098720655,0.13751341,0.59296083,0.06927634,0.062924542,0.1035518,0.18708667,0.57716066,0.088571519,0.074530013,0.087511487,0.18979074,0.55959624,0.10604105,0.075611331,0.089092448,0.15193485,0.57732034,0.1066058,0.073395677,0.064907514,0.1249707,0.63012028,0.12975687,0.097402848,0.07687211,0.088676572,0.13570659,0.49409592,0.58815771,0.58350891,0.61773264,0.65868551,1,19899.961,69294.281,6835,10092.0,43838.0,24712.0,0.9251944943147816,0.8430989583333334,12871.0,75856.8992248062,7411.0,0.87260002,60900.0,Community College,823430829.0,197961120.0,0.059477676,0.047683235,0.032350462,0.026790228,14.463112,0.0,0.0,5.1862674,0.0,30.606281,49.744339,0.0
Baylor University,11730,502,897,1308,2132,6891,0.0036658,0.0039841,0.0044593,0.0007645,0.0051595,0.0036279,0.0001605,48,87,4,3.0,2522.666666666667,0.58958775,0.013736501,0.0013184855,215777.8602008456,132400,0.040205304,0.072580665,0.1105746,0.18152407,0.59511542,0.43043634,0.27677065,0.059036355,0.0042398018,65545.43303217494,50300,56300,0.12313158,0.13394131,0.10500055,0.10459262,0.21424875,0.44221681,0.28975901,0.18077478,0.050288547,0.63389194,0.66469955,0.65771419,0.65816551,0.65428591,0.11525723,0.1027852,0.16422249,0.27607611,0.34165895,0.094484992,0.091973521,0.12979269,0.28474724,0.39900154,0.11803998,0.090547122,0.11794143,0.26440468,0.40906686,0.12392583,0.11518522,0.10798737,0.21326667,0.43963486,0.14602517,0.10631792,0.093974926,0.1924541,0.46122783,0.03279382,0.032591473,0.033497274,0.044069897,0.058645524,0.49637836,0.55714667,0.5969438,0.70154649,0.73594511,2,6961.1519,12419.549,13292,13719.0,38120.0,11940.0,0.7471517824329291,0.7206658546488023,8793.0,60697.44275862069,26425.0,0.4253,49100.0,Community College,185635442.0,92184416.0,0.051838048,0.056666102,0.07259021,0.018295782,11.274298,33.952484,7.3002162,3.9308858,1.5118791,11.447084,30.36717,0.21598272
Lamar University,7083,925,1090,1305,2014,1749,0.0016942,0.0,0.0,0.0007663,0.0019861,0.0040023,6.69e-07,13,0,5,3.0,1484.0,0.5213387,0.029002167,0.00022702044,85448.26246981694,77200,0.13572988,0.14391422,0.18902427,0.28882581,0.24250576,0.077851541,0.026129112,0.0043764282,0.0002296631,46999.14489099001,39400,43200,0.11175138,0.12332927,0.13810617,0.16963616,0.24998853,0.31893981,0.18305364,0.09676367,0.0092134485,0.53638268,0.58624315,0.5944823,0.62031096,0.62818491,0.14601249,0.20377988,0.22651598,0.21001601,0.21367563,0.13277106,0.1426789,0.18761075,0.26712784,0.26981148,0.13711759,0.1354644,0.17638485,0.24927849,0.30175471,0.10631163,0.12318026,0.1528286,0.26340032,0.35427919,0.11455101,0.11847114,0.14189133,0.24676979,0.37831676,0.00167259,0.010885526,0.0047131381,0.0093768146,0.015755016,0.38515696,0.45888168,0.58045208,0.61545634,0.62644863,5,2758.375,4136.832,9382,11550.0,7694.0,1968.0,0.346045197740113,0.2677595628415301,7689.0,43689.22478991596,14576.0,0.2318,38800.0,Medium Endowment,72246453.0,41146464.0,0.028563427,0.20946513,0.04797909,0.031737141,3.8617887,17.276423,12.804878,18.699186,7.8590784,27.100271,8.1978321,4.200542
Letourneau University,1191,104,198,166,355,368,0.0193115,0.0384615,0.0151515,0.0120482,0.0169014,0.0217391,0.0,50,128,6,3.0,263.0,0.27629912,0.038236253,0.0024965999,116460.6069886724,85700,0.089892775,0.1353668,0.16335317,0.32073134,0.29065591,0.17075121,0.095689036,0.01761058,0.0013568052,56526.89849691065,49300,56400,0.11014602,0.11487786,0.093738481,0.11425342,0.2323226,0.44480762,0.28297505,0.12751828,0.013379526,0.63492018,0.69032353,0.59033853,0.68118,0.70463818,0.1725949,0.10542014,0.059837654,0.23679328,0.425354,0.074143581,0.056814421,0.17934556,0.22449014,0.46520633,0.15254849,0.16092387,0.11240783,0.26212659,0.31199315,0.099377364,0.082650773,0.13438265,0.23611881,0.4474704,0.11193141,0.08179798,0.079592779,0.21364839,0.5130294,0.027773088,0.00076292793,0.0069023222,0.015485231,0.01612056,0.68852913,0.73582578,0.71100628,0.70284402,0.76432079,4,3362.0684,5791.4697,2305,2981.0,26910.0,12260.0,0.528125,0.3987341772151899,7287.0,46280.86440677966,15696.0,0.5934,50000.0,Community College,16560648.0,10194477.0,0.0096011814,0.14734121,0.059084196,0.017725259,1.0968921,82.632538,0.0,0.73126143,0.0,10.23766,2.0109689,3.2906766
University Of North Texas,15127,1014,1742,2390,3717,6264,0.0020493,0.0,0.0028703,0.0012552,0.0008071,0.0031928,0.0,31,58,5,3.0,3108.333333333334,0.57823056,0.014619863,0.00022100797,122544.3548701408,98700,0.064119831,0.10882293,0.15765218,0.24828285,0.42112225,0.21982571,0.096678354,0.01073633,0.00084551459,46208.19514075067,42000,45200,0.10493033,0.11581013,0.12591366,0.16114676,0.29807997,0.29904956,0.14469002,0.070211031,0.010072604,0.57236856,0.59700656,0.60666299,0.61393118,0.61779422,0.12264239,0.14771983,0.22381389,0.27781546,0.22800843,0.11226258,0.14037041,0.17499299,0.31505293,0.25732103,0.11792315,0.11969814,0.17773633,0.30525815,0.27938423,0.11405515,0.12535065,0.14959921,0.30812502,0.30286998,0.11593021,0.12151647,0.14862469,0.28816986,0.32575887,0.003446796,0.0048732469,0.012016294,0.0094809784,0.012046183,0.42510951,0.46869829,0.53980958,0.59130722,0.59681427,4,3758.5356,5755.0498,31243,27054.0,9346.0,2478.0,0.4992846924177397,0.3840388007054674,9746.0,57791.74838709678,2551.0,0.40310001,42100.0,Medium Endowment,239755808.0,109393680.0,0.043306898,0.10337623,0.086138941,0.027684126,17.204933,29.095715,2.7598355,19.054609,5.0792718,8.8667059,17.938931,0.0
Rice University,3066,106,166,275,409,2110,0.0335943,0.0188679,0.0301205,0.0254545,0.0220049,0.0379147,0.0009934,143,53,2,3.0,632.0,0.47732067,0.01603426,0.0026360333,238987.4732743275,149200,0.032903127,0.055400196,0.098190367,0.14332509,0.67018121,0.49794987,0.31509456,0.071944341,0.0044828486,110518.0824185786,76700,81600,0.062944114,0.070985422,0.074024767,0.07617265,0.13217261,0.64664453,0.49849883,0.37363374,0.16690169,0.70700586,0.80773437,0.78314668,0.73538655,0.78115749,0.15200138,0.050962139,0.092533693,0.21718557,0.4873172,0.045218136,0.043330215,0.071999937,0.16655499,0.67289674,0.040150709,0.077060573,0.08062724,0.16660434,0.63555712,0.08335574,0.092569441,0.089602068,0.18642382,0.54804891,0.071010083,0.073283643,0.072189651,0.10850974,0.67500687,0.080114976,0.15188324,0.16657756,0.13307267,0.17968622,0.53150928,0.55284202,0.61610234,0.55011141,0.61316699,1,26815.572,35572.121,3965,4205.0,40566.0,15932.0,0.9110512129380054,0.9161676646706588,13468.0,90284.04458598726,7799.0,0.8326,59900.0,Community College,214741037.0,100453208.0,0.153789,0.063893013,0.099182762,0.024517087,18.157181,0.40650406,0.0,1.2195122,2.8455284,48.509483,28.861788,0.0
Sam Houston State University,8705,777,1380,1650,2224,2674,0.0011488,0.001287,0.0021739,0.0,0.0013489,0.0011219,0.0,7,108,5,3.0,1829.666666666667,0.58954275,0.020554697,0.00035893061,97665.2110641738,84000,0.090871245,0.15062532,0.1877774,0.2558189,0.31490713,0.14183962,0.050271899,0.0054395813,0.00015584916,47441.58638583986,43000,45400,0.089211799,0.099118546,0.10458679,0.1674923,0.33221236,0.29659003,0.14686902,0.073628597,0.011972072,0.58217353,0.61175472,0.6312024,0.64049876,0.63467419,0.11138096,0.13181423,0.23150687,0.29910207,0.22619584,0.099862546,0.12461869,0.18725389,0.34274304,0.2455218,0.08436618,0.10369323,0.18007165,0.35468251,0.27718636,0.094723023,0.092504941,0.16277406,0.32369733,0.32630071,0.10759168,0.097496003,0.13589951,0.33024833,0.32876456,0.0039498811,0.0096093984,0.012612278,0.010686544,0.016079666,0.45968583,0.51360291,0.58685386,0.62492055,0.65465826,4,2752.0938,3951.9832,16255,12358.0,7294.0,2228.0,0.5061003163126977,0.3439419318816304,7316.0,53090.10256410257,11096.0,0.35010001,41400.0,Medium Endowment,70018660.0,34563500.0,0.0090280976,0.14997697,0.087793641,0.0050667897,9.2322645,24.295431,0.29154518,0.29154518,14.480078,11.758989,39.164238,0.48590866
Southern Methodist University,5500,251,446,495,678,3630,0.0056364,0.0039841,0.0,0.0080808,0.0058997,0.0060606,2.2e-05,28,47,4,3.0,1191.0,0.54548001,0.017678505,0.0030452067,493450.6776868178,176400,0.044499464,0.087756932,0.094763175,0.11861736,0.65436316,0.54401809,0.44958115,0.20762008,0.03479242,79414.87407072139,55400,63700,0.11956776,0.12958485,0.10793521,0.093863294,0.17189056,0.49672619,0.36419103,0.24937883,0.0813272,0.65748763,0.65619624,0.66371202,0.70325667,0.679645,0.12576388,0.14232944,0.079732895,0.25489929,0.39727455,0.11048276,0.12178447,0.1219686,0.22800013,0.4177641,0.10911584,0.11133356,0.11221965,0.23348305,0.43384793,0.094875239,0.091272295,0.10989817,0.1788971,0.5250572,0.14166261,0.10626727,0.085490003,0.14853097,0.51804912,0.068432435,0.025869131,0.053482823,0.054658201,0.098508269,0.48669595,0.48891279,0.48802769,0.52821654,0.63425535,2,8488.5625,13813.917,6357,10064.0,45940.0,19620.0,0.7901990811638591,0.7025472473294988,11283.0,71636.44423076924,19647.0,0.493,52200.0,Community College,145982000.0,87829488.0,0.05881314,0.066407628,0.084422469,0.030907806,14.767256,30.898876,0.08025682,0.64205456,0.96308184,14.1252,38.523273,0.0
Texas State University,14768,913,1608,2331,3746,6170,0.001896,0.0,0.0012438,0.001287,0.0021356,0.0024311,6.63e-05,32,102,5,3.0,3032.333333333334,0.58667696,0.014921669,0.00032752563,123790.0757298079,100900,0.061181758,0.10290318,0.1544522,0.25719824,0.42426467,0.21677421,0.10088115,0.012478079,0.0012043624,49441.74950619024,44000,47000,0.10162013,0.11305612,0.10742506,0.14125708,0.30561396,0.3326478,0.17373188,0.085266501,0.014310784,0.59910768,0.61397177,0.60912883,0.63329804,0.64844012,0.1255897,0.11576987,0.14541855,0.369331,0.24389082,0.10686033,0.10602656,0.18327573,0.31372538,0.29011202,0.1306396,0.11357974,0.16220087,0.30288586,0.29069394,0.10263558,0.11530384,0.14126422,0.31879932,0.32199702,0.1126674,0.099543989,0.12283669,0.287458,0.37749386,0.0053533218,0.0031653561,0.0084746992,0.01319167,0.021108812,0.51569265,0.50546634,0.5805198,0.63029724,0.64174676,4,3329.5981,5062.0142,31005,22423.0,8950.0,3316.0,0.5736793327154773,0.4540901502504174,7528.0,51824.0101744186,9859.0,0.2492,43700.0,Medium Endowment,157393743.0,78360928.0,0.018699773,0.050587267,0.18993406,0.0081392955,11.195557,24.554224,5.4077754,20.023384,6.8693366,14.206373,17.714119,0.029231219
Texas A&M University,33583,1203,2446,4194,7566,18174,0.0071762,0.003325,0.007359,0.0045303,0.007005,0.0080885,0.0002425,366,785,3,3.0,7121.0,0.51724946,0.014348201,0.0013531814,164709.1154932008,119400,0.032128137,0.066445634,0.12343602,0.22143215,0.55655813,0.33713397,0.17482647,0.029282957,0.0022624095,73997.09467522702,59400,66200,0.10268974,0.11240903,0.079892471,0.083346546,0.19734216,0.52700984,0.36846721,0.22913502,0.057820417,0.6693213,0.68743151,0.69316977,0.69694346,0.71563047,0.11293304,0.086285993,0.12238974,0.23179825,0.44659302,0.11026668,0.092759199,0.098374687,0.2260235,0.47257602,0.105293,0.085061394,0.10512336,0.22957592,0.47494641,0.108197,0.083775543,0.087252244,0.21859437,0.50218081,0.11588855,0.075295955,0.072914854,0.17632456,0.55957603,0.042118266,0.040131841,0.048909806,0.041817743,0.069181673,0.62521929,0.68370456,0.70136213,0.72636938,0.74761456,2,9112.7998,12058.028,44315,45040.0,9685.0,3377.0842,0.7907788161993768,0.7489724944672778,10280.497,72288.07896921445,3174.0,0.3053,52900.0,Large Endowment,530777617.771319,374476803.3554174,0.033654694,0.024724055,0.090197749,0.013868121,4.78407,20.584431,2.3661754,13.059219,0.0,45.862427,13.123869,0.21980864
Texas Christian University,6099,205,435,626,952,3881,0.0031153,0.0,0.0068966,0.0015974,0.0010504,0.0036073,0.0,20,66,4,3.0,1262.333333333333,0.59044099,0.010120558,0.0013076975,254114.7662150119,142700,0.027070837,0.069262259,0.10407761,0.1657261,0.63386321,0.47054562,0.32393876,0.085260786,0.0078198826,68182.57654991583,52200,57300,0.10861609,0.116917,0.10325564,0.10302677,0.21470752,0.46209311,0.29207283,0.18314987,0.054693084,0.65741539,0.62055933,0.66875196,0.66674328,0.67957282,0.058091812,0.15530205,0.19666287,0.21608861,0.37385464,0.11754255,0.11390261,0.15687984,0.26372617,0.34794888,0.093961425,0.1158874,0.10398797,0.26032239,0.42584085,0.09290085,0.10144734,0.12156979,0.27806666,0.40601537,0.12940925,0.098268181,0.088137284,0.18523702,0.49894834,0.048306502,0.03059255,0.04089538,0.037494421,0.06436149,0.54314566,0.57593662,0.65553111,0.68414122,0.70213723,2,7489.604,13246.397,8640,7775.0,38600.0,13125.0,0.7596095179987797,0.6389337641357028,10206.0,66235.19897959183,18556.0,0.52609998,49100.0,Community College,121124093.0,59824396.0,0.020374531,0.042996254,0.054981273,0.041348316,10.513834,29.802372,7.1146245,2.7667985,4.0316205,10.27668,35.494072,0.0
Trinity University,2686,69,174,294,407,1742,0.0085629,0.0,0.0,0.0102041,0.014742,0.0080367,0.0003703,49,62,4,3.0,561.3333333333334,0.50831354,0.011731648,0.0,275796.9857482186,153200,0.024545144,0.058847964,0.095395342,0.1612277,0.65998387,0.5060724,0.3634201,0.089625113,0.0077081826,75491.3324163079,58100,62900,0.092308283,0.096322387,0.085282393,0.096879594,0.20241725,0.5190984,0.35168356,0.22276013,0.067861579,0.67565089,0.59540325,0.6900928,0.7362808,0.71420342,0.16552645,0.0096700946,0.11372311,0.23311831,0.47796208,0.16728863,0.14789218,0.089713253,0.25659743,0.33850849,0.066516452,0.11573645,0.11823574,0.22869278,0.47081858,0.078872479,0.073081121,0.093074612,0.19653216,0.55843955,0.095991947,0.081090569,0.094734825,0.1940842,0.53409845,0.0,0.032048631,0.049934551,0.072880253,0.07494387,0.50122172,0.48728517,0.66815186,0.64468193,0.62457359,2,9388.0039,13965.813,2161,2571.0,36214.0,15804.0,0.8161648177496038,0.7537688442211056,9715.0,69890.36842105263,15376.0,0.36070001,53200.0,Community College,38597412.0,22694056.0,0.070882849,0.018251274,0.094227508,0.016129032,15.831663,30.260521,0.0,1.8036072,0.0,21.242485,30.861723,0.0
